game_pk,half_inning,label,inning_topbot,inning,game_date,pitcher,team,season,hits_allowed,walks,strikeouts,batters_faced,runs_allowed,ERA_season,WHIP_season,FIP_season,K/9_season,BB/9_season,xFIP_season,CSW%_season,xERA_season,runs_rolling10_team,OBP_team,SLG_team,K_rate_team,BB_rate_team,is_home_team
745739,Bot_1st,0,Bot,1,2024-06-04,641927,NYY,2024,3,4,2,9,3,3.98,1.0,3.82,9.62,2.17,3.83,0.294,3.22,0.7,0.3333333333333333,0.6666666666666666,0.2,0.0666666666666666,True
745740,Top_1st,0,Top,1,2024-06-05,607074,MIN,2024,3,0,9,9,2,3.96,1.22,4.39,10.03,2.93,4.09,0.285,4.14,0.3,0.2368421052631578,0.3055555555555556,0.3157894736842105,0.0526315789473684,False
745741,Bot_1st,1,Bot,1,2024-05-23,622491,NYY,2024,7,4,3,9,2,3.64,1.17,3.91,8.98,2.41,3.82,0.2689999999999999,3.91,1.1,0.4081632653061224,0.8222222222222222,0.1428571428571428,0.0816326530612244,True
745743,Bot_1st,1,Bot,1,2024-05-22,682243,NYY,2024,5,0,4,9,5,2.94,0.98,3.58,8.53,2.25,3.85,0.272,3.72,1.2,0.4,0.8695652173913043,0.16,0.06,True
745743,Top_1st,0,Top,1,2024-05-22,641482,SEA,2024,3,3,5,9,0,3.77,1.15,3.84,8.36,2.01,4.16,0.252,3.62,0.2,0.1944444444444444,0.2058823529411764,0.3055555555555556,0.0277777777777777,False
745745,Top_1st,0,Top,1,2024-05-19,607074,CWS,2024,4,3,6,9,2,3.96,1.22,4.39,10.03,2.93,4.09,0.285,4.14,0.2,0.2272727272727272,0.2926829268292683,0.1590909090909091,0.0454545454545454,False
745746,Bot_1st,1,Bot,1,2024-05-20,669302,NYY,2024,8,2,1,9,3,3.23,0.89,3.27,9.49,1.6,3.11,0.301,3.14,1.0,0.4,0.7954545454545454,0.2,0.1,True
745747,Top_1st,1,Top,1,2024-05-17,641482,CWS,2024,5,1,6,9,1,3.77,1.15,3.84,8.36,2.01,4.16,0.252,3.62,0.1,0.1707317073170731,0.2307692307692307,0.1463414634146341,0.024390243902439,False
745748,Bot_1st,1,Bot,1,2024-05-09,669854,NYY,2024,4,4,5,9,2,2.8,1.09,4.15,8.93,3.66,4.09,0.282,4.0,0.7,0.4042553191489361,0.5384615384615384,0.1914893617021276,0.1489361702127659,True
745749,Top_1st,1,Top,1,2024-05-08,607074,HOU,2024,7,1,7,9,2,3.96,1.22,4.39,10.03,2.93,4.09,0.285,4.14,0.4,0.2162162162162162,0.4411764705882353,0.2432432432432432,0.054054054054054,False
745751,Bot_1st,1,Bot,1,2024-05-05,669373,NYY,2024,6,0,12,9,2,2.39,0.92,2.49,10.69,1.64,2.83,0.321,2.72,0.7,0.3695652173913043,0.5897435897435898,0.217391304347826,0.1304347826086956,True
745751,Top_1st,0,Top,1,2024-05-05,641482,DET,2024,3,1,9,9,0,3.77,1.15,3.84,8.36,2.01,4.16,0.252,3.62,0.6,0.3125,0.4285714285714285,0.25,0.125,False
745755,Top_1st,0,Top,1,2024-04-25,641482,OAK,2024,5,0,4,9,3,3.77,1.15,3.84,8.36,2.01,4.16,0.252,3.62,0.2,0.2631578947368421,0.3333333333333333,0.2368421052631578,0.131578947368421,False
745757,Bot_1st,1,Bot,1,2024-04-22,676664,NYY,2024,3,1,7,9,0,4.38,1.22,4.71,6.82,2.44,4.86,0.262,4.43,0.3,0.36,0.2307692307692307,0.26,0.2,True
745757,Top_1st,0,Top,1,2024-04-22,607074,OAK,2024,1,4,4,9,0,3.96,1.22,4.39,10.03,2.93,4.09,0.285,4.14,0.1,0.25,0.28125,0.2777777777777778,0.1111111111111111,False
745760,Bot_1st,1,Bot,1,2024-04-20,621107,NYY,2024,3,0,6,9,0,3.59,1.15,3.77,7.29,1.31,3.81,0.276,3.67,0.2,0.3469387755102041,0.1944444444444444,0.2040816326530612,0.2244897959183673,True
745760,Top_1st,0,Top,1,2024-04-20,641482,TB,2024,6,0,9,9,0,3.77,1.15,3.84,8.36,2.01,4.16,0.252,3.62,0.8,0.275,0.4,0.2,0.075,False
745761,Top_1st,0,Top,1,2024-04-08,641482,MIA,2024,2,0,6,9,0,3.77,1.15,3.84,8.36,2.01,4.16,0.252,3.62,1.5,0.3333333333333333,0.525,0.2708333333333333,0.1041666666666666,False
745762,Top_1st,0,Top,1,2024-04-09,607074,MIA,2024,5,2,6,9,0,3.96,1.22,4.39,10.03,2.93,4.09,0.285,4.14,1.5,0.3469387755102041,0.5121951219512195,0.3061224489795918,0.1224489795918367,False
745764,Bot_1st,0,Bot,1,2024-04-05,579328,NYY,2024,4,2,7,9,0,4.05,1.2,3.46,10.55,2.25,3.2,0.297,3.7,0.0,0.325,0.15625,0.3,0.2,True
745766,Bot_1st,1,Bot,1,2024-04-06,592332,NYY,2024,4,2,0,9,6,3.83,1.22,3.77,8.06,2.78,4.22,0.258,4.71,0.3,0.3333333333333333,0.3529411764705882,0.2857142857142857,0.1904761904761904,True
745767,Bot_1st,1,Bot,1,2024-09-22,554430,NYM,2024,7,1,7,9,2,2.57,0.96,3.13,10.08,2.34,3.3,0.273,2.8,0.5,0.375,0.4871794871794871,0.1875,0.1875,True
745768,Top_1st,1,Top,1,2024-09-21,640455,PHI,2024,3,0,6,9,2,3.47,1.08,3.83,9.12,3.12,4.04,0.276,3.75,0.3,0.1666666666666666,0.3428571428571428,0.5277777777777778,0.0277777777777777,False
745769,Top_1st,0,Top,1,2024-09-19,622663,PHI,2024,5,2,7,9,3,3.91,1.24,4.21,7.96,2.97,4.12,0.241,3.88,0.3,0.2105263157894736,0.3428571428571428,0.4210526315789473,0.0789473684210526,False
745770,Bot_1st,1,Bot,1,2024-09-20,650911,NYM,2024,3,5,7,9,2,3.32,1.24,3.0,7.58,2.18,3.19,0.275,3.56,0.6,0.375,0.475,0.1875,0.1666666666666666,True
745771,Top_1st,1,Top,1,2024-09-18,500779,WSH,2024,2,2,4,9,0,3.75,1.25,4.56,7.13,3.33,4.44,0.248,4.52,0.6,0.3478260869565217,0.4102564102564102,0.1956521739130435,0.1304347826086956,False
745773,Bot_1st,0,Bot,1,2024-09-16,663623,NYM,2024,4,1,5,9,0,4.41,1.2,4.41,7.48,2.49,4.03,0.262,4.31,0.4,0.3023255813953488,0.2702702702702703,0.3023255813953488,0.1395348837209302,True
745773,Top_1st,0,Top,1,2024-09-16,640455,WSH,2024,4,1,6,9,1,3.47,1.08,3.83,9.12,3.12,4.04,0.276,3.75,0.9,0.3725490196078431,0.5227272727272727,0.2156862745098039,0.1176470588235294,False
745774,Top_1st,0,Top,1,2024-09-08,622663,CIN,2024,5,2,8,9,1,3.91,1.24,4.21,7.96,2.97,4.12,0.241,3.88,1.2,0.3584905660377358,0.4090909090909091,0.1320754716981132,0.1132075471698113,False
745775,Top_1st,0,Top,1,2024-09-07,500779,CIN,2024,5,2,6,9,0,3.75,1.25,4.56,7.13,3.33,4.44,0.248,4.52,1.2,0.3584905660377358,0.4090909090909091,0.1320754716981132,0.1132075471698113,False
745776,Bot_1st,1,Bot,1,2024-09-04,656557,NYM,2024,5,1,7,9,4,3.12,1.14,3.32,7.76,2.42,3.58,0.291,4.11,0.7,0.25,0.4473684210526316,0.35,0.05,True
745777,Top_1st,0,Top,1,2024-09-06,640455,CIN,2024,3,3,9,9,4,3.47,1.08,3.83,9.12,3.12,4.04,0.276,3.75,1.2,0.3584905660377358,0.4090909090909091,0.1509433962264151,0.1132075471698113,False
745778,Bot_1st,0,Bot,1,2024-09-03,676710,NYM,2024,1,2,8,9,2,4.36,1.12,4.65,8.58,2.5,4.35,0.278,3.86,0.4,0.25,0.3611111111111111,0.375,0.1,True
745779,Bot_1st,0,Bot,1,2024-09-02,678394,NYM,2024,7,2,4,9,4,4.49,1.36,4.19,8.48,3.55,3.87,0.281,4.56,0.4,0.25,0.3611111111111111,0.375,0.1,True
745779,Top_1st,0,Top,1,2024-09-02,622663,BOS,2024,6,2,5,9,1,3.91,1.24,4.21,7.96,2.97,4.12,0.241,3.88,0.7,0.3333333333333333,0.5609756097560976,0.2,0.0888888888888888,False
745781,Top_1st,0,Top,1,2024-08-21,640455,BAL,2024,3,1,9,9,2,3.47,1.08,3.83,9.12,3.12,4.04,0.276,3.75,0.4,0.2894736842105263,0.4117647058823529,0.2631578947368421,0.1052631578947368,False
745782,Top_1st,1,Top,1,2024-08-20,500779,BAL,2024,8,2,3,9,7,3.75,1.25,4.56,7.13,3.33,4.44,0.248,4.52,0.7,0.3571428571428571,0.5,0.238095238095238,0.0952380952380952,False
745783,Top_1st,1,Top,1,2024-08-15,500779,OAK,2024,7,5,1,9,4,3.75,1.25,4.56,7.13,3.33,4.44,0.248,4.52,1.2,0.4727272727272727,0.6511627906976745,0.1636363636363636,0.2,False
745784,Top_1st,0,Top,1,2024-08-16,640455,MIA,2024,5,1,4,9,3,3.47,1.08,3.83,9.12,3.12,4.04,0.276,3.75,1.2,0.4444444444444444,0.5681818181818182,0.2777777777777778,0.1666666666666666,False
745785,Top_1st,0,Top,1,2024-08-17,622663,MIA,2024,4,2,8,9,0,3.91,1.24,4.21,7.96,2.97,4.12,0.241,3.88,1.2,0.4444444444444444,0.5681818181818182,0.2777777777777778,0.1666666666666666,False
745787,Top_1st,0,Top,1,2024-07-30,640455,MIN,2024,2,1,11,9,0,3.47,1.08,3.83,9.12,3.12,4.04,0.276,3.75,0.5,0.3095238095238095,0.5641025641025641,0.2619047619047619,0.0714285714285714,False
745789,Bot_1st,0,Bot,1,2024-07-31,641154,NYM,2024,3,3,7,9,2,4.08,1.19,3.65,9.62,1.99,3.36,0.278,3.67,0.0,0.1764705882352941,0.125,0.2647058823529412,0.0588235294117647,True
745789,Top_1st,0,Top,1,2024-07-31,622663,MIN,2024,6,2,2,9,6,3.91,1.24,4.21,7.96,2.97,4.12,0.241,3.88,0.5,0.2926829268292683,0.5641025641025641,0.2926829268292683,0.048780487804878,False
745791,Top_1st,1,Top,1,2024-07-29,500779,MIN,2024,5,1,5,9,1,3.75,1.25,4.56,7.13,3.33,4.44,0.248,4.52,0.5,0.2926829268292683,0.5641025641025641,0.2439024390243902,0.048780487804878,False
745792,Bot_1st,0,Bot,1,2024-07-26,450203,NYM,2024,6,2,2,9,7,4.19,1.32,4.46,9.09,3.54,3.99,0.2789999999999999,4.49,0.0,0.1764705882352941,0.0666666666666666,0.3823529411764705,0.1176470588235294,True
745794,Bot_1st,0,Bot,1,2024-07-25,519242,NYM,2024,2,2,9,9,2,2.38,1.01,2.09,11.4,1.98,2.64,0.3229999999999999,2.8,0.0,0.2,0.0666666666666666,0.3714285714285714,0.1428571428571428,True
745794,Top_1st,1,Top,1,2024-07-25,622663,ATL,2024,7,2,6,9,2,3.91,1.24,4.21,7.96,2.97,4.12,0.241,3.88,0.2,0.2272727272727272,0.2368421052631578,0.25,0.1136363636363636,False
745796,Bot_1st,1,Bot,1,2024-07-10,571578,NYM,2024,8,1,5,9,2,5.62,1.5,4.41,7.16,2.78,4.14,0.254,5.53,0.1,0.2105263157894736,0.25,0.4473684210526316,0.0526315789473684,True
745796,Top_1st,0,Top,1,2024-07-10,622663,WSH,2024,4,5,4,9,2,3.91,1.24,4.21,7.96,2.97,4.12,0.241,3.88,0.5,0.3777777777777777,0.4594594594594595,0.2,0.1555555555555555,False
745797,Top_1st,1,Top,1,2024-07-14,500779,COL,2024,6,1,8,9,5,3.75,1.25,4.56,7.13,3.33,4.44,0.248,4.52,0.2,0.0909090909090909,0.15625,0.4848484848484848,0.0303030303030303,False
745798,Bot_1st,0,Bot,1,2024-07-13,663372,NYM,2024,2,5,7,9,4,4.49,1.34,4.16,7.65,2.88,4.17,0.267,4.31,0.1,0.2105263157894736,0.2285714285714285,0.4473684210526316,0.0789473684210526,True
745799,Bot_1st,0,Bot,1,2024-07-11,669022,NYM,2024,3,3,4,9,3,3.9,1.42,3.53,9.79,3.52,3.87,0.261,4.2,0.1,0.2105263157894736,0.25,0.4210526315789473,0.0526315789473684,True
745800,Top_1st,0,Top,1,2024-07-12,640455,COL,2024,5,1,9,9,3,3.47,1.08,3.83,9.12,3.12,4.04,0.276,3.75,0.1,0.1176470588235294,0.125,0.3529411764705882,0.0294117647058823,False
745801,Bot_1st,1,Bot,1,2024-06-29,664285,NYM,2024,8,3,5,9,6,2.91,1.11,3.25,8.63,2.81,3.08,0.298,3.41,0.6,0.44,0.5,0.14,0.18,True
745802,Top_1st,1,Top,1,2024-06-30,622663,HOU,2024,8,1,3,9,4,3.91,1.24,4.21,7.96,2.97,4.12,0.241,3.88,1.0,0.4,0.6222222222222222,0.14,0.06,False
745803,Bot_1st,1,Bot,1,2024-07-09,663623,NYM,2024,9,2,2,9,6,4.41,1.2,4.41,7.48,2.49,4.03,0.262,4.31,0.0,0.2105263157894736,0.1428571428571428,0.4210526315789473,0.0789473684210526,True
745803,Top_1st,0,Top,1,2024-07-09,500779,WSH,2024,1,2,5,9,0,3.75,1.25,4.56,7.13,3.33,4.44,0.248,4.52,0.6,0.425531914893617,0.6052631578947368,0.2127659574468085,0.1702127659574468,False
745804,Bot_1st,1,Bot,1,2024-06-28,669854,NYM,2024,6,3,5,9,6,2.8,1.09,4.15,8.93,3.66,4.09,0.282,4.0,1.0,0.4918032786885246,0.7708333333333334,0.1639344262295081,0.1967213114754098,True
745804,Top_1st,1,Top,1,2024-06-28,500779,HOU,2024,6,3,7,9,1,3.75,1.25,4.56,7.13,3.33,4.44,0.248,4.52,1.1,0.4137931034482758,0.6037735849056604,0.1206896551724138,0.0517241379310344,False
745805,Top_1st,1,Top,1,2024-06-15,500779,SD,2024,2,2,6,9,1,3.75,1.25,4.56,7.13,3.33,4.44,0.248,4.52,0.3,0.35,0.5675675675675675,0.125,0.075,False
745807,Bot_1st,1,Bot,1,2024-06-16,656302,NYM,2024,14,6,10,9,7,3.47,1.07,3.1,10.65,3.09,3.44,0.293,3.31,0.7,0.392156862745098,0.7142857142857143,0.2745098039215686,0.1764705882352941,True
745808,Top_1st,1,Top,1,2024-06-26,640455,NYY,2024,2,5,3,9,0,3.47,1.08,3.83,9.12,3.12,4.04,0.276,3.75,0.4,0.38,0.4571428571428571,0.22,0.24,False
745809,Top_1st,0,Top,1,2024-06-13,622663,MIA,2024,7,3,2,9,1,3.91,1.24,4.21,7.96,2.97,4.12,0.241,3.88,0.5,0.2926829268292683,0.4102564102564102,0.2682926829268293,0.048780487804878,False
745810,Top_1st,1,Top,1,2024-06-14,640455,SD,2024,4,1,7,9,1,3.47,1.08,3.83,9.12,3.12,4.04,0.276,3.75,0.3,0.35,0.5405405405405406,0.15,0.075,False
745812,Top_1st,1,Top,1,2024-06-01,640455,AZ,2024,6,2,10,9,5,3.47,1.08,3.83,9.12,3.12,4.04,0.276,3.75,0.5,0.2727272727272727,0.282051282051282,0.1590909090909091,0.0681818181818181,False
745813,Bot_1st,0,Bot,1,2024-06-02,694297,NYM,2024,5,2,8,9,4,4.71,1.24,3.61,9.17,2.08,3.58,0.29,3.78,0.6,0.3469387755102041,0.4772727272727273,0.3469387755102041,0.1020408163265306,True
745813,Top_1st,1,Top,1,2024-06-02,500779,AZ,2024,4,5,4,9,3,3.75,1.25,4.56,7.13,3.33,4.44,0.248,4.52,0.7,0.3043478260869565,0.4634146341463415,0.1521739130434782,0.0652173913043478,False
745814,Top_1st,1,Top,1,2024-06-08,640455,PHI,2024,7,1,3,9,6,3.47,1.08,3.83,9.12,3.12,4.04,0.276,3.75,0.4,0.3023255813953488,0.3947368421052631,0.3255813953488372,0.1162790697674418,False
745816,Top_1st,1,Top,1,2024-05-28,500779,LAD,2024,8,0,3,9,3,3.75,1.25,4.56,7.13,3.33,4.44,0.248,4.52,0.2,0.238095238095238,0.3846153846153846,0.2142857142857142,0.0476190476190476,False
745820,Top_1st,1,Top,1,2024-05-31,622663,AZ,2024,6,2,4,9,5,3.91,1.24,4.21,7.96,2.97,4.12,0.241,3.88,0.5,0.2727272727272727,0.282051282051282,0.2045454545454545,0.0681818181818181,False
745821,Bot_1st,0,Bot,1,2024-05-14,605400,NYM,2024,4,0,8,11,0,3.57,1.2,3.94,8.89,2.26,3.44,0.28,3.72,0.4,0.2307692307692307,0.3055555555555556,0.3076923076923077,0.0769230769230769,True
745823,Top_1st,0,Top,1,2024-05-25,622663,SF,2024,2,3,6,9,1,3.91,1.24,4.21,7.96,2.97,4.12,0.241,3.88,0.6,0.2682926829268293,0.3783783783783784,0.1463414634146341,0.073170731707317,False
745824,Bot_1st,0,Bot,1,2024-05-26,657277,NYM,2024,3,1,8,9,1,3.47,1.23,2.95,7.56,2.2,3.28,0.284,4.31,0.9,0.4,0.5333333333333333,0.18,0.1,True
745824,Top_1st,0,Top,1,2024-05-26,640455,SF,2024,5,1,6,9,2,3.47,1.08,3.83,9.12,3.12,4.04,0.276,3.75,0.6,0.25,0.3333333333333333,0.2,0.075,False
745825,Top_1st,1,Top,1,2024-05-12,622663,ATL,2024,4,4,4,10,1,3.91,1.24,4.21,7.96,2.97,4.12,0.241,3.88,0.5,0.3333333333333333,0.4864864864864865,0.2857142857142857,0.119047619047619,False
745826,Bot_1st,0,Bot,1,2024-05-13,650911,NYM,2024,7,3,5,9,3,3.32,1.24,3.0,7.58,2.18,3.19,0.275,3.56,0.4,0.2307692307692307,0.3055555555555556,0.3076923076923077,0.0769230769230769,True
745826,Top_1st,1,Top,1,2024-05-13,640455,PHI,2024,4,1,6,9,1,3.47,1.08,3.83,9.12,3.12,4.04,0.276,3.75,0.9,0.391304347826087,0.4390243902439024,0.217391304347826,0.108695652173913,False
745827,Bot_1st,0,Bot,1,2024-05-10,450203,NYM,2024,3,1,7,9,1,4.19,1.32,4.46,9.09,3.54,3.99,0.2789999999999999,4.49,0.6,0.3023255813953488,0.4615384615384615,0.2790697674418604,0.0697674418604651,True
745827,Top_1st,0,Top,1,2024-05-10,500779,ATL,2024,6,2,3,9,4,3.75,1.25,4.56,7.13,3.33,4.44,0.248,4.52,0.5,0.3170731707317073,0.4864864864864865,0.2926829268292683,0.0975609756097561,False
745828,Bot_1st,0,Bot,1,2024-05-11,608331,NYM,2024,0,3,5,10,0,3.25,1.16,3.33,8.57,2.94,3.33,0.278,3.7,0.5,0.2682926829268293,0.3513513513513513,0.2926829268292683,0.073170731707317,True
745829,Bot_1st,0,Bot,1,2024-05-01,684007,NYM,2024,3,1,7,10,0,2.91,1.02,3.72,9.03,1.45,3.62,0.2739999999999999,3.39,0.2,0.282051282051282,0.3783783783783784,0.2564102564102564,0.0256410256410256,True
745831,Top_1st,1,Top,1,2024-04-30,640455,CHC,2024,3,4,3,9,1,3.47,1.08,3.83,9.12,3.12,4.04,0.276,3.75,1.0,0.3846153846153846,0.6046511627906976,0.2692307692307692,0.1538461538461538,False
745832,Bot_1st,1,Bot,1,2024-04-29,592791,NYM,2024,4,1,1,9,1,3.27,1.13,3.92,6.8,1.8,4.16,0.267,4.05,0.2,0.3,0.3611111111111111,0.3,0.1,True
745832,Top_1st,0,Top,1,2024-04-29,622663,CHC,2024,1,3,5,10,1,3.91,1.24,4.21,7.96,2.97,4.12,0.241,3.88,1.2,0.4181818181818181,0.6739130434782609,0.2727272727272727,0.1454545454545454,False
745833,Bot_1st,1,Bot,1,2024-04-27,543243,NYM,2024,4,3,9,9,4,3.84,1.09,3.12,10.98,2.11,2.82,0.312,3.64,0.1,0.282051282051282,0.2571428571428571,0.358974358974359,0.1025641025641025,True
745834,Top_1st,1,Top,1,2024-04-28,500779,STL,2024,3,1,3,9,1,3.75,1.25,4.56,7.13,3.33,4.44,0.248,4.52,0.6,0.425531914893617,0.4871794871794871,0.1063829787234042,0.1702127659574468,False
745835,Bot_1st,1,Bot,1,2024-04-26,571945,NYM,2024,7,0,5,9,2,5.35,1.28,4.24,6.4,1.31,4.08,0.26,4.65,0.1,0.282051282051282,0.2857142857142857,0.3076923076923077,0.1025641025641025,True
745836,Top_1st,1,Top,1,2024-04-17,622663,PIT,2024,5,3,4,9,1,3.91,1.24,4.21,7.96,2.97,4.12,0.241,3.88,0.1,0.2368421052631578,0.2,0.2894736842105263,0.0789473684210526,False
745837,Top_1st,0,Top,1,2024-04-16,500779,PIT,2024,4,3,4,9,1,3.75,1.25,4.56,7.13,3.33,4.44,0.248,4.52,0.1,0.2105263157894736,0.1714285714285714,0.2894736842105263,0.0789473684210526,False
745838,Bot_1st,0,Bot,1,2024-04-12,608379,NYM,2024,10,2,4,9,5,3.35,1.19,3.65,7.83,2.43,4.14,0.262,4.05,0.2,0.3111111111111111,0.2368421052631578,0.1777777777777777,0.1333333333333333,True
745838,Top_1st,0,Top,1,2024-04-12,622663,KC,2024,1,4,4,9,1,3.91,1.24,4.21,7.96,2.97,4.12,0.241,3.88,1.1,0.4313725490196078,0.5625,0.196078431372549,0.0392156862745098,False
745839,Top_1st,1,Top,1,2024-04-13,640455,KC,2024,9,3,4,9,7,3.47,1.08,3.83,9.12,3.12,4.04,0.276,3.75,1.2,0.4423076923076923,0.5714285714285714,0.1923076923076923,0.0384615384615384,False
745841,Bot_1st,1,Bot,1,2024-04-14,666142,NYM,2024,5,2,8,9,0,3.14,1.14,2.99,10.77,3.24,3.46,0.289,3.31,0.5,0.3333333333333333,0.3095238095238095,0.2291666666666666,0.1041666666666666,True
745842,Top_1st,0,Top,1,2024-04-01,640455,DET,2024,1,2,8,9,0,3.47,1.08,3.83,9.12,3.12,4.04,0.276,3.75,1.0,0.3555555555555555,0.4871794871794871,0.2444444444444444,0.1111111111111111,False
745845,Bot_1st,1,Bot,1,2024-03-31,607067,NYM,2024,5,2,2,9,1,4.29,1.26,4.75,7.25,2.31,4.42,0.264,4.91,0.0,0.1842105263157894,0.1764705882352941,0.1578947368421052,0.0789473684210526,True
745846,Top_1st,0,Top,1,2024-09-29,641927,BAL,2024,5,0,4,9,3,3.98,1.0,3.82,9.62,2.17,3.83,0.294,3.22,0.7,0.2926829268292683,0.4358974358974359,0.2682926829268293,0.048780487804878,False
745847,Top_1st,0,Top,1,2024-09-27,641154,BAL,2024,6,3,8,9,2,4.08,1.19,3.65,9.62,1.99,3.36,0.278,3.67,0.5,0.2564102564102564,0.3421052631578947,0.3076923076923077,0.0256410256410256,False
745848,Bot_1st,0,Bot,1,2024-03-29,642547,NYM,2024,1,1,8,9,1,3.68,1.21,4.16,10.36,3.52,3.93,0.27,3.86,0.0,0.1388888888888889,0.1515151515151515,0.25,0.0555555555555555,True
745848,Top_1st,1,Top,1,2024-03-29,500779,MIL,2024,6,2,4,9,2,3.75,1.25,4.56,7.13,3.33,4.44,0.248,4.52,0.1,0.2,0.15625,0.3428571428571428,0.0857142857142857,False
745850,Top_1st,1,Top,1,2024-03-30,622663,MIL,2024,11,0,6,9,6,3.91,1.24,4.21,7.96,2.97,4.12,0.241,3.88,0.3,0.1944444444444444,0.1818181818181818,0.3888888888888889,0.0555555555555555,False
745851,Top_1st,0,Top,1,2024-09-24,641927,MIA,2024,8,3,7,9,4,3.98,1.0,3.82,9.62,2.17,3.83,0.294,3.22,0.6,0.3181818181818182,0.35,0.2272727272727272,0.0681818181818181,False
745855,Top_1st,1,Top,1,2024-09-13,641927,CIN,2024,6,2,6,9,3,3.98,1.0,3.82,9.62,2.17,3.83,0.294,3.22,0.9,0.2857142857142857,0.3513513513513513,0.2142857142857142,0.0952380952380952,False
745856,Bot_1st,0,Bot,1,2024-09-10,656288,MIN,2024,9,3,4,9,10,5.19,1.4,5.26,6.82,3.46,4.75,0.255,4.71,0.1,0.3333333333333333,0.2972972972972973,0.2142857142857142,0.119047619047619,True
745856,Top_1st,1,Top,1,2024-09-10,641154,LAA,2024,8,1,10,12,4,4.08,1.19,3.65,9.62,1.99,3.36,0.278,3.67,1.0,0.391304347826087,0.5789473684210527,0.1739130434782608,0.1521739130434782,False
745859,Bot_1st,0,Bot,1,2024-08-31,621244,MIN,2024,3,1,5,9,0,3.6,1.15,4.72,7.16,2.53,4.25,0.2769999999999999,4.74,0.2,0.1944444444444444,0.25,0.3888888888888889,0.0833333333333333,True
745861,Top_1st,1,Top,1,2024-09-01,641927,TOR,2024,1,3,8,9,1,3.98,1.0,3.82,9.62,2.17,3.83,0.294,3.22,1.0,0.3829787234042553,0.6190476190476191,0.1914893617021276,0.1063829787234042,False
745862,Bot_1st,0,Bot,1,2024-08-30,592332,MIN,2024,4,4,4,9,2,3.83,1.22,3.77,8.06,2.78,4.22,0.258,4.71,0.3,0.2162162162162162,0.303030303030303,0.4054054054054054,0.081081081081081,True
745862,Top_1st,0,Top,1,2024-08-30,641154,TOR,2024,6,0,3,9,0,4.08,1.19,3.65,9.62,1.99,3.36,0.278,3.67,0.5,0.2926829268292683,0.4166666666666667,0.1951219512195122,0.1219512195121951,False
745863,Bot_1st,1,Bot,1,2024-08-25,607200,MIN,2024,2,4,7,9,1,3.3,1.16,3.86,7.82,2.64,4.12,0.248,3.91,0.5,0.275,0.5263157894736842,0.25,0.05,True
745865,Bot_1st,1,Bot,1,2024-08-26,608331,MIN,2024,4,0,7,9,3,3.25,1.16,3.33,8.57,2.94,3.33,0.278,3.7,0.6,0.275,0.5405405405405406,0.275,0.05,True
745865,Top_1st,1,Top,1,2024-08-26,641927,ATL,2024,7,2,2,9,9,3.98,1.0,3.82,9.62,2.17,3.83,0.294,3.22,0.9,0.4375,0.5641025641025641,0.2291666666666666,0.1875,False
745866,Bot_1st,0,Bot,1,2024-08-28,519242,MIN,2024,6,1,6,9,1,2.38,1.01,2.09,11.4,1.98,2.64,0.3229999999999999,2.8,0.6,0.275,0.5277777777777778,0.4,0.075,True
745867,Bot_1st,1,Bot,1,2024-08-13,607625,MIN,2024,9,2,4,9,6,3.0,1.09,3.25,7.88,2.09,3.83,0.281,3.75,0.7,0.3469387755102041,0.3953488372093023,0.2653061224489796,0.0816326530612244,True
745868,Bot_1st,0,Bot,1,2024-08-24,543243,MIN,2024,7,2,7,9,5,3.84,1.09,3.12,10.98,2.11,2.82,0.312,3.64,0.4,0.2564102564102564,0.4324324324324324,0.2564102564102564,0.0512820512820512,True
745868,Top_1st,0,Top,1,2024-08-24,641154,STL,2024,4,2,9,10,0,4.08,1.19,3.65,9.62,1.99,3.36,0.278,3.67,0.1,0.2285714285714285,0.2121212121212121,0.2285714285714285,0.0571428571428571,False
745869,Bot_1st,0,Bot,1,2024-08-14,666142,MIN,2024,5,0,8,9,1,3.14,1.14,2.99,10.77,3.24,3.46,0.289,3.31,0.7,0.3469387755102041,0.3953488372093023,0.2653061224489796,0.0816326530612244,True
745872,Bot_1st,0,Bot,1,2024-08-11,676440,MIN,2024,6,0,5,9,1,3.47,1.12,3.56,9.69,2.28,3.72,0.2739999999999999,3.75,0.6,0.3260869565217391,0.375,0.2826086956521739,0.108695652173913,True
745874,Bot_1st,1,Bot,1,2024-08-12,663903,MIN,2024,8,2,9,9,6,3.71,1.27,3.93,8.52,2.71,3.62,0.284,4.65,0.6,0.3404255319148936,0.3902439024390244,0.3191489361702128,0.1063829787234042,True
745874,Top_1st,1,Top,1,2024-08-12,641154,KC,2024,6,1,5,9,3,4.08,1.19,3.65,9.62,1.99,3.36,0.278,3.67,0.6,0.2926829268292683,0.5384615384615384,0.2926829268292683,0.048780487804878,False
745876,Top_1st,0,Top,1,2024-08-03,641927,CWS,2024,2,3,7,9,2,3.98,1.0,3.82,9.62,2.17,3.83,0.294,3.22,0.2,0.2,0.2352941176470588,0.4857142857142857,0.0285714285714285,False
745877,Bot_1st,1,Bot,1,2024-07-24,605400,MIN,2024,6,3,6,9,1,3.57,1.2,3.94,8.89,2.26,3.44,0.28,3.72,0.1,0.225,0.2777777777777778,0.175,0.1,True
