game_pk,pitcher,game_date_start,hits_allowed,walks,strikeouts,batters_faced,runs_allowed
716743,573124,2023-09-02,0,0,0,3,0
716708,573124,2023-09-05,2,0,1,4,1
716668,573124,2023-09-08,2,1,1,5,3
716632,573124,2023-09-11,1,0,2,5,0
716550,573124,2023-09-16,0,1,1,2,0
716540,573124,2023-09-17,0,0,0,1,0
716456,573124,2023-09-23,1,1,3,6,0
716363,573124,2023-10-01,4,0,1,5,5
747938,573124,2024-03-16,1,0,2,4,0
747867,573124,2024-03-21,0,1,2,4,0
747835,573124,2024-03-23,2,2,2,6,2
747800,573124,2024-03-26,0,0,1,2,0
745436,573124,2024-03-30,2,0,3,7,1
746169,573124,2024-04-02,1,1,0,4,0
746163,573124,2024-04-03,1,0,0,4,1
745363,573124,2024-04-08,0,1,1,3,1
745357,573124,2024-04-09,0,1,0,3,0
745113,573124,2024-04-14,0,0,1,1,0
746081,573124,2024-04-16,1,0,0,2,2
745354,573124,2024-04-20,0,0,0,3,0
745346,573124,2024-04-24,1,0,0,4,0
745350,573124,2024-04-27,2,0,2,5,3
746968,573124,2024-04-30,0,1,2,4,0
746966,573124,2024-05-01,1,0,0,4,0
745589,573124,2024-05-03,1,0,3,4,0
745587,573124,2024-05-05,1,0,2,4,0
746562,573124,2024-05-08,1,0,0,2,1
746563,573124,2024-05-09,2,0,3,5,1
745344,573124,2024-05-11,0,1,2,3,0
745343,573124,2024-05-13,1,1,2,5,2
745339,573124,2024-05-18,0,1,0,3,0
745336,573124,2024-05-19,0,2,0,5,0
745500,573124,2024-05-23,1,0,2,6,0
745823,573124,2024-05-25,1,0,1,3,0
745337,573124,2024-05-28,1,0,2,7,0
745331,573124,2024-05-31,1,0,1,3,2
745330,573124,2024-06-02,0,0,0,1,0
747196,573124,2024-06-04,1,0,2,5,0
745003,573124,2024-06-09,1,1,0,4,0
745327,573124,2024-06-11,1,0,3,5,0
745326,573124,2024-06-14,1,1,0,5,0
745321,573124,2024-06-16,2,2,2,5,0
746864,573124,2024-06-19,1,0,2,4,0
745164,573124,2024-06-20,1,0,1,5,1
745165,573124,2024-06-23,2,0,1,4,1
745322,573124,2024-06-25,1,1,1,4,0
745317,573124,2024-06-29,1,0,0,4,0
745320,573124,2024-06-30,0,0,0,3,0
746620,573124,2024-07-05,1,0,2,4,0
746615,573124,2024-07-06,0,1,0,3,0
745313,573124,2024-07-11,0,1,0,3,0
745311,573124,2024-07-13,2,0,1,3,1
746118,573124,2024-07-23,2,0,1,4,0
746119,573124,2024-07-24,2,0,0,4,1
745310,573124,2024-07-27,0,0,1,3,0
745305,573124,2024-07-28,0,0,3,3,0
745309,573124,2024-07-30,2,0,1,4,1
746681,573124,2024-08-03,0,0,1,4,0
744821,573124,2024-08-05,2,0,2,4,0
744817,573124,2024-08-06,0,2,1,4,0
744819,573124,2024-08-08,0,0,2,3,0
745303,573124,2024-08-11,0,0,2,3,0
745300,573124,2024-08-12,1,0,1,4,1
745301,573124,2024-08-14,3,0,0,5,2
745217,573124,2024-08-23,0,1,1,3,0
745212,573124,2024-08-25,1,0,2,5,1
745296,573124,2024-08-31,3,0,0,4,1
745290,573124,2024-09-04,0,1,0,5,0
745368,573124,2024-09-08,1,2,0,4,0
745291,573124,2024-09-10,0,2,1,5,0
745286,573124,2024-09-13,1,0,0,3,0
745287,573124,2024-09-15,0,0,1,3,0
746985,573124,2024-09-19,1,0,1,4,0
747144,573124,2024-09-25,0,0,1,3,0
745280,573124,2024-09-27,1,1,0,7,2
745282,573124,2024-09-29,0,0,1,2,0
778816,573124,2025-03-16,3,0,2,6,1
778811,573124,2025-03-21,4,0,0,4,2
778522,573124,2025-03-30,1,0,0,4,1
778498,573124,2025-04-01,0,1,0,3,0
778453,573124,2025-04-04,0,1,1,3,0
778439,573124,2025-04-05,0,0,1,3,0
778376,573124,2025-04-09,2,0,0,3,2
778374,573124,2025-04-11,1,0,1,3,0
778304,573124,2025-04-16,2,0,2,5,1
778285,573124,2025-04-17,0,0,0,2,1
778262,573124,2025-04-19,0,1,0,3,0
778250,573124,2025-04-20,0,0,1,3,0
778181,573124,2025-04-25,0,0,0,3,0
778134,573124,2025-04-30,1,2,1,5,0
778107,573124,2025-05-01,0,0,1,3,0
778058,573124,2025-05-04,1,0,0,2,2
778023,573124,2025-05-07,1,0,0,3,2
778003,573124,2025-05-08,1,0,1,4,1
777963,573124,2025-05-11,2,0,3,8,2
777912,573124,2025-05-15,2,1,1,6,1
777902,573124,2025-05-16,0,0,0,3,0
777874,573124,2025-05-18,0,0,1,1,0
777834,573124,2025-05-21,0,0,3,4,0
777811,573124,2025-05-23,1,0,0,3,0
777779,573124,2025-05-25,2,1,0,3,1
718978,573186,2023-03-24,5,1,5,9,1
718777,573186,2023-03-30,3,3,8,9,0
718675,573186,2023-04-07,2,4,6,9,0
718606,573186,2023-04-12,5,2,6,9,2
718523,573186,2023-04-18,2,2,5,10,0
718451,573186,2023-04-23,6,1,5,9,5
718391,573186,2023-04-28,6,2,3,9,2
718333,573186,2023-05-03,5,3,5,9,1
718256,573186,2023-05-08,4,1,6,9,2
718175,573186,2023-05-14,7,2,3,9,5
718116,573186,2023-05-19,3,2,4,9,1
718038,573186,2023-05-24,4,2,3,9,2
717976,573186,2023-05-29,1,2,8,9,0
717889,573186,2023-06-04,4,3,6,9,1
717823,573186,2023-06-09,6,4,5,9,1
717747,573186,2023-06-15,4,2,5,9,2
717686,573186,2023-06-20,5,1,5,10,0
717623,573186,2023-06-25,8,2,2,9,5
717546,573186,2023-07-01,5,2,7,9,3
717474,573186,2023-07-06,4,4,6,9,4
717403,573186,2023-07-15,3,1,3,9,1
717322,573186,2023-07-20,7,4,4,9,5
717240,573186,2023-07-26,9,2,4,9,7
717188,573186,2023-07-31,6,2,2,9,6
716567,573186,2023-09-15,1,1,3,8,0
716558,573186,2023-09-16,1,0,1,4,1
716469,573186,2023-09-23,5,1,2,9,3
716399,573186,2023-09-28,4,0,2,9,4
747821,573186,2024-03-24,4,2,5,10,0
746410,573186,2024-03-30,4,3,4,9,3
745764,573186,2024-04-05,3,1,6,9,0
745763,573186,2024-04-10,4,4,7,9,4
744948,573186,2024-04-17,6,2,2,9,2
745754,573186,2024-04-23,7,1,9,9,3
746001,573186,2024-04-28,6,6,4,9,4
745756,573186,2024-05-03,3,5,3,9,1
745748,573186,2024-05-09,9,2,5,9,4
745908,573186,2024-05-15,2,3,2,9,0
745746,573186,2024-05-20,3,1,6,9,1
745411,573186,2024-05-25,3,2,5,9,0
745331,573186,2024-05-31,5,2,2,9,2
745738,573186,2024-06-06,6,4,2,9,4
746296,573186,2024-06-11,4,3,1,9,0
746945,573186,2024-06-16,14,8,6,9,4
745731,573186,2024-06-22,3,2,6,9,3
744922,573186,2024-06-28,5,4,3,9,2
745726,573186,2024-07-04,5,3,6,9,5
745069,573186,2024-07-10,7,3,2,9,1
745722,573186,2024-07-21,5,0,4,9,3
746931,573186,2024-07-27,9,1,0,9,5
745719,573186,2024-08-02,8,1,3,9,5
745711,573186,2024-08-11,4,3,1,9,1
746431,573186,2024-08-18,4,2,5,9,0
745706,573186,2024-08-25,5,3,5,9,3
745700,573186,2024-08-30,9,0,5,9,2
744964,573186,2024-09-04,9,1,3,9,5
745694,573186,2024-09-10,7,2,4,9,3
745205,573186,2024-09-17,5,0,3,10,1
745690,573186,2024-09-25,10,0,1,9,5
778900,573186,2025-03-19,1,3,3,9,0
787945,573186,2025-03-24,6,2,4,9,2
778523,573186,2025-03-30,5,1,3,9,3
778449,573186,2025-04-05,3,3,3,9,4
778370,573186,2025-04-11,4,3,1,9,5
719094,573204,2023-03-16,0,1,1,4,0
719027,573204,2023-03-21,0,0,2,3,0
718996,573204,2023-03-23,1,0,0,3,0
718930,573204,2023-03-27,3,0,2,5,1
718775,573204,2023-03-30,0,0,1,3,0
718751,573204,2023-04-01,1,0,3,4,0
718701,573204,2023-04-05,2,0,1,4,4
718640,573204,2023-04-10,0,0,1,3,0
718616,573204,2023-04-11,0,0,1,1,0
718524,573204,2023-04-18,1,0,0,4,0
718482,573204,2023-04-21,0,0,0,2,0
718454,573204,2023-04-23,0,1,1,5,0
718387,573204,2023-04-28,1,1,2,5,0
718378,573204,2023-04-29,1,0,0,4,0
718340,573204,2023-05-02,1,0,0,3,1
717895,573204,2023-06-04,1,0,0,2,1
717155,573204,2023-08-02,0,0,2,3,0
717128,573204,2023-08-04,0,0,2,4,0
717106,573204,2023-08-06,1,0,1,4,1
717028,573204,2023-08-12,1,0,1,4,0
717009,573204,2023-08-13,0,0,2,3,0
716983,573204,2023-08-15,0,0,1,3,0
716951,573204,2023-08-18,2,1,0,3,1
716923,573204,2023-08-20,0,1,0,4,0
716882,573204,2023-08-23,2,1,1,6,1
716839,573204,2023-08-26,1,0,1,4,1
716824,573204,2023-08-27,0,0,2,3,0
716784,573204,2023-08-30,1,1,0,3,1
716772,573204,2023-09-01,0,0,0,3,0
716752,573204,2023-09-02,0,0,0,1,0
716717,573204,2023-09-05,0,0,0,3,0
716666,573204,2023-09-08,1,0,2,4,0
716654,573204,2023-09-09,0,0,2,3,0
716613,573204,2023-09-12,0,0,1,3,0
716607,573204,2023-09-13,0,0,2,3,0
716522,573204,2023-09-19,0,0,2,3,0
716475,573204,2023-09-22,2,0,1,5,2
716410,573204,2023-09-27,2,0,2,4,3
716387,573204,2023-09-29,0,0,0,1,0
716368,573204,2023-09-30,2,0,1,3,2
748585,573204,2023-10-03,0,0,0,3,0
748583,573204,2023-10-04,1,0,0,2,0
748568,573204,2023-10-07,1,1,1,4,1
748566,573204,2023-10-11,2,0,1,4,2
746492,573204,2024-04-14,3,0,0,4,1
747051,573204,2024-04-16,1,0,1,3,1
745922,573204,2024-04-19,2,0,2,5,1
745920,573204,2024-04-21,1,1,1,5,1
745918,573204,2024-04-25,0,0,0,3,0
746243,573204,2024-04-26,1,0,0,2,1
746804,573204,2024-04-29,1,1,2,5,0
746806,573204,2024-04-30,0,0,0,2,0
745914,573204,2024-05-03,1,0,1,2,2
745912,573204,2024-05-06,0,0,2,3,0
745906,573204,2024-05-08,1,0,2,4,0
744943,573204,2024-05-11,1,2,0,4,2
745907,573204,2024-05-16,2,0,1,4,1
744857,573204,2024-05-20,3,0,2,6,3
744856,573204,2024-05-22,0,0,1,3,0
745905,573204,2024-05-24,0,0,0,3,0
745898,573204,2024-05-30,0,1,0,2,0
746383,573204,2024-06-02,1,0,0,3,0
745739,573204,2024-06-04,2,0,1,5,2
745738,573204,2024-06-06,0,0,2,3,0
745491,573204,2024-06-09,0,0,0,1,0
745899,573204,2024-06-11,3,1,0,4,3
745896,573204,2024-06-12,1,2,0,4,2
745889,573204,2024-06-20,1,0,1,3,0
747185,573204,2024-06-27,0,0,0,5,0
745243,573204,2024-06-30,0,2,0,3,0
745888,573204,2024-07-03,0,0,1,3,0
745885,573204,2024-07-06,0,0,2,3,0
746771,573204,2024-07-08,0,0,1,3,0
745312,573204,2024-07-12,1,1,0,4,1
745314,573204,2024-07-14,1,0,1,3,0
745882,573204,2024-07-21,1,1,0,5,1
745877,573204,2024-07-24,3,0,2,7,2
746448,573204,2024-07-26,1,0,1,4,0
746445,573204,2024-07-28,0,1,2,4,0
745787,573204,2024-07-30,1,0,1,4,0
746847,573204,2024-08-05,0,0,3,3,0
746842,573204,2024-08-07,3,0,2,6,2
745871,573204,2024-08-09,0,0,2,6,0
745872,573204,2024-08-11,1,2,1,5,1
745867,573204,2024-08-13,0,0,1,3,0
744974,573204,2024-08-16,1,0,1,3,0
745380,573204,2024-08-19,0,0,1,3,0
745375,573204,2024-08-21,0,0,1,3,0
745870,573204,2024-08-23,1,1,1,5,0
745864,573204,2024-08-27,0,1,0,2,0
745866,573204,2024-08-28,2,0,1,3,2
745859,573204,2024-08-31,1,0,1,4,0
745047,573204,2024-09-03,1,0,2,3,0
746257,573204,2024-09-06,1,0,0,4,1
745857,573204,2024-09-11,1,1,2,4,0
745858,573204,2024-09-14,2,1,0,6,1
746588,573204,2024-09-16,0,1,0,2,0
746579,573204,2024-09-19,1,0,1,2,1
746905,573204,2024-09-20,1,0,1,3,0
746906,573204,2024-09-22,0,1,1,4,0
745851,573204,2024-09-24,0,0,1,1,0
745853,573204,2024-09-26,0,1,0,3,1
745847,573204,2024-09-27,1,0,0,5,1
778564,573204,2025-03-19,0,0,1,3,0
778745,573204,2025-03-22,2,0,2,5,1
778744,573204,2025-03-24,3,0,2,6,1
778552,573204,2025-03-27,0,0,0,3,0
778515,573204,2025-03-30,0,3,1,5,0
778450,573204,2025-04-05,0,0,1,3,0
778430,573204,2025-04-06,1,2,1,5,1
778345,573204,2025-04-12,0,0,1,3,0
778331,573204,2025-04-13,2,0,0,3,1
778305,573204,2025-04-15,0,0,1,4,0
778268,573204,2025-04-18,0,1,0,2,0
778257,573204,2025-04-19,0,0,1,6,0
778182,573204,2025-04-25,1,0,1,4,0
778158,573204,2025-04-27,0,0,1,1,0
778135,573204,2025-04-29,0,0,0,3,0
778112,573204,2025-04-30,2,0,1,3,2
778044,573204,2025-05-05,1,0,2,4,0
778027,573204,2025-05-06,1,0,2,4,2
777936,573204,2025-05-13,0,0,1,2,0
777900,573204,2025-05-16,1,0,0,4,0
777863,573204,2025-05-19,0,0,1,3,0
777833,573204,2025-05-21,0,1,0,4,0
777779,573204,2025-05-25,1,0,2,3,1
777757,573204,2025-05-26,0,1,0,2,0
777751,573204,2025-05-27,1,1,1,4,0
745301,573262,2024-08-14,2,3,0,8,2
719096,573668,2023-03-16,1,1,1,5,1
718986,573668,2023-03-24,0,1,1,4,0
718923,573668,2023-03-28,2,1,1,4,3
719079,579328,2023-03-17,1,3,3,9,2
718996,579328,2023-03-23,3,2,9,9,0
718927,579328,2023-03-28,0,0,6,8,0
718708,579328,2023-04-04,3,1,2,9,1
718644,579328,2023-04-09,9,1,6,9,6
718569,579328,2023-04-15,4,1,9,9,1
718487,579328,2023-04-21,4,2,3,9,1
718420,579328,2023-04-26,4,1,8,9,0
718341,579328,2023-05-02,9,1,2,9,4
718278,579328,2023-05-07,4,2,3,9,0
718181,579328,2023-05-14,9,0,7,9,5
718115,579328,2023-05-19,3,4,3,9,3
718044,579328,2023-05-24,8,2,5,9,5
717965,579328,2023-05-30,3,5,4,9,2
717900,579328,2023-06-04,4,1,8,9,2
717835,579328,2023-06-09,4,1,4,9,2
717753,579328,2023-06-15,6,2,7,9,2
717690,579328,2023-06-20,2,0,6,9,0
717617,579328,2023-06-25,2,2,8,9,1
717547,579328,2023-07-01,7,2,7,9,4
717480,579328,2023-07-06,8,0,4,9,4
717386,579328,2023-07-16,2,5,4,9,2
717311,579328,2023-07-21,5,1,8,9,0
717253,579328,2023-07-26,7,3,8,9,1
717157,579328,2023-08-02,6,1,3,9,1
717074,579328,2023-08-08,3,1,6,9,1
716990,579328,2023-08-15,4,0,7,9,1
716902,579328,2023-08-22,7,1,6,9,2
716825,579328,2023-08-27,6,2,8,9,4
716748,579328,2023-09-02,6,4,6,9,4
716673,579328,2023-09-08,3,1,8,9,1
716594,579328,2023-09-13,5,2,3,9,6
716520,579328,2023-09-19,4,1,7,9,1
716452,579328,2023-09-24,9,0,7,10,3
716392,579328,2023-09-29,5,2,4,9,2
748583,579328,2023-10-04,3,1,0,8,2
747845,579328,2024-03-23,6,3,2,9,8
745119,579328,2024-03-30,6,3,4,9,2
745764,579328,2024-04-05,4,2,7,9,0
744950,579328,2024-04-10,3,2,9,9,1
744944,579328,2024-04-16,4,1,9,9,1
746319,579328,2024-04-22,5,0,4,9,2
744946,579328,2024-04-27,9,0,3,9,4
744868,579328,2024-05-03,6,1,7,10,1
744940,579328,2024-05-10,4,0,3,9,2
747038,579328,2024-05-15,6,1,9,9,1
744936,579328,2024-05-21,5,3,6,9,3
746469,579328,2024-05-26,8,0,0,9,5
744932,579328,2024-06-01,9,1,4,9,5
744923,579328,2024-06-06,4,1,6,9,1
745981,579328,2024-06-11,3,4,5,9,0
744918,579328,2024-06-17,7,0,7,9,5
746621,579328,2024-06-23,8,1,3,10,2
744922,579328,2024-06-28,4,1,7,9,4
744915,579328,2024-07-03,5,2,5,9,2
745316,579328,2024-07-09,6,0,13,9,2
747176,579328,2024-07-14,6,4,6,9,5
744910,579328,2024-07-20,5,3,8,9,1
744906,579328,2024-07-26,8,2,5,9,5
746354,579328,2024-08-02,3,3,11,9,2
744981,579328,2024-08-07,4,3,8,9,1
745055,579328,2024-08-13,3,0,5,9,1
746351,579328,2024-08-19,6,1,7,9,1
746994,579328,2024-08-25,2,3,4,9,3
746348,579328,2024-08-31,5,0,12,9,1
746344,579328,2024-09-07,7,0,6,9,4
746181,579328,2024-09-13,3,2,5,9,3
746341,579328,2024-09-19,5,1,9,9,1
746331,579328,2024-09-25,4,1,8,9,2
778777,579328,2025-03-21,4,3,5,9,0
778554,579328,2025-03-27,5,0,5,9,3
778473,579328,2025-04-02,4,5,6,9,3
778399,579328,2025-04-09,6,3,5,9,4
778306,579328,2025-04-15,3,2,5,9,1
778232,579328,2025-04-20,5,4,6,9,1
778166,579328,2025-04-26,9,3,0,9,4
778101,579328,2025-05-01,5,2,5,9,2
778009,579328,2025-05-07,5,0,6,9,1
777947,579328,2025-05-12,7,2,4,9,4
777866,579328,2025-05-18,3,4,7,9,1
777798,579328,2025-05-23,7,4,4,9,0
777728,579328,2025-05-28,4,3,4,9,1
718776,592094,2023-03-30,0,1,0,4,0
718732,592094,2023-04-03,0,0,0,1,0
718678,592094,2023-04-07,1,2,2,6,1
718655,592094,2023-04-09,0,1,1,4,0
718625,592094,2023-04-11,0,0,0,3,0
718600,592094,2023-04-12,0,0,2,3,0
718556,592094,2023-04-16,1,1,0,4,0
718477,592094,2023-04-22,1,0,2,4,1
718436,592094,2023-04-25,1,0,0,4,0
718393,592094,2023-04-28,1,0,1,4,0
718355,592094,2023-04-30,1,0,2,5,1
718347,592094,2023-05-02,1,0,3,4,0
718309,592094,2023-05-04,1,2,3,7,2
718300,592094,2023-05-05,1,0,1,4,0
718271,592094,2023-05-07,1,0,0,4,0
718259,592094,2023-05-08,1,0,3,4,0
718210,592094,2023-05-12,1,0,0,3,0
718180,592094,2023-05-14,0,0,0,3,0
718135,592094,2023-05-17,1,2,2,6,3
718117,592094,2023-05-19,1,0,2,4,0
718093,592094,2023-05-20,0,0,1,2,0
718044,592094,2023-05-24,3,1,0,5,1
718018,592094,2023-05-26,0,0,1,1,0
717994,592094,2023-05-28,0,1,4,7,0
717950,592094,2023-05-31,1,1,3,5,0
717885,592094,2023-06-03,0,2,0,5,0
717928,592094,2023-06-05,0,0,2,3,0
717859,592094,2023-06-07,1,3,0,6,1
717845,592094,2023-06-08,0,0,1,3,0
717801,592094,2023-06-11,1,2,1,5,0
717761,592094,2023-06-14,1,0,1,4,0
717756,592094,2023-06-15,0,0,2,3,0
717687,592094,2023-06-20,0,0,0,3,0
717659,592094,2023-06-22,3,1,1,7,2
717619,592094,2023-06-25,0,0,1,3,0
717548,592094,2023-06-30,0,1,1,3,0
717519,592094,2023-07-02,0,4,2,7,1
717472,592094,2023-07-06,0,0,0,3,0
717429,592094,2023-07-09,1,0,1,4,0
717411,592094,2023-07-15,0,0,1,3,0
717367,592094,2023-07-17,1,0,1,4,0
717328,592094,2023-07-20,0,0,2,3,0
717291,592094,2023-07-23,1,0,1,3,1
717270,592094,2023-07-25,0,0,1,3,0
717196,592094,2023-07-30,0,0,1,3,0
717122,592094,2023-08-05,1,0,1,4,0
717103,592094,2023-08-06,1,1,2,5,2
717085,592094,2023-08-08,0,2,1,4,0
717038,592094,2023-08-11,1,0,1,4,1
717010,592094,2023-08-13,0,0,0,3,0
716975,592094,2023-08-16,0,1,1,3,0
716945,592094,2023-08-18,2,0,3,5,1
716869,592094,2023-08-24,0,0,5,6,0
716845,592094,2023-08-26,0,0,2,3,0
716828,592094,2023-08-27,0,0,0,3,0
716479,592094,2023-09-22,3,0,0,4,0
747963,592094,2024-03-15,0,0,0,3,0
747908,592094,2024-03-18,1,0,2,4,1
747874,592094,2024-03-21,5,0,1,9,4
747816,592094,2024-03-25,1,0,3,4,0
745117,592094,2024-03-29,1,0,1,4,1
745119,592094,2024-03-30,0,0,1,3,0
745111,592094,2024-04-02,0,0,1,3,0
746576,592094,2024-04-05,1,0,1,2,4
746575,592094,2024-04-06,0,0,1,3,0
746250,592094,2024-04-09,1,0,0,3,0
746247,592094,2024-04-10,1,0,1,4,0
745112,592094,2024-04-12,0,0,0,3,0
745106,592094,2024-04-15,0,1,0,2,0
745108,592094,2024-04-16,0,2,0,5,1
745760,592094,2024-04-20,0,0,1,3,0
745099,592094,2024-04-24,0,0,2,6,0
746803,592094,2024-04-27,0,1,1,4,0
745999,592094,2024-04-29,1,2,2,6,0
745101,592094,2024-05-03,2,0,1,5,1
745100,592094,2024-05-04,0,1,0,5,0
745094,592094,2024-05-10,0,0,0,3,0
745096,592094,2024-05-11,1,0,0,2,0
746961,592094,2024-05-13,0,1,3,4,0
746962,592094,2024-05-14,0,0,0,2,0
746959,592094,2024-05-16,1,1,1,4,0
744938,592094,2024-05-18,1,1,1,5,0
745090,592094,2024-05-21,2,1,1,5,2
745086,592094,2024-05-25,0,1,0,3,0
745091,592094,2024-05-28,0,0,1,3,0
745084,592094,2024-05-29,1,0,1,4,1
746056,592094,2024-06-05,0,0,0,3,0
745082,592094,2024-06-08,2,0,2,5,1
745077,592094,2024-06-11,1,0,2,4,0
747112,592094,2024-06-14,0,0,1,4,0
747109,592094,2024-06-16,4,0,4,5,2
745893,592094,2024-06-18,1,0,0,4,0
745887,592094,2024-06-19,0,0,1,3,0
745485,592094,2024-06-23,0,2,1,5,0
745073,592094,2024-06-26,0,1,2,4,0
745070,592094,2024-06-28,0,0,2,3,0
745072,592094,2024-06-30,0,0,1,3,0
746282,592094,2024-07-02,0,0,1,3,0
746285,592094,2024-07-04,1,0,0,5,1
745074,592094,2024-07-09,0,0,1,3,0
745065,592094,2024-07-11,0,0,2,4,0
745064,592094,2024-07-12,0,0,3,3,0
745066,592094,2024-07-14,0,0,2,3,0
745722,592094,2024-07-21,4,0,1,6,3
744904,592094,2024-07-23,0,0,1,3,0
744905,592094,2024-07-24,2,1,1,7,4
745068,592094,2024-07-26,0,0,3,3,0
745386,592094,2024-07-31,0,0,0,3,0
745388,592094,2024-08-03,1,0,1,4,0
745467,592094,2024-08-06,2,1,1,6,0
745466,592094,2024-08-08,1,0,0,4,0
746032,592094,2024-08-09,0,0,2,3,0
746025,592094,2024-08-11,0,0,2,3,0
745382,592094,2024-08-13,0,1,2,4,0
746515,592094,2024-08-17,1,0,2,4,0
745380,592094,2024-08-19,0,0,3,3,0
745378,592094,2024-08-23,0,0,3,3,0
745376,592094,2024-08-25,1,0,1,4,1
745132,592094,2024-08-27,1,0,3,4,0
745134,592094,2024-08-28,1,0,1,4,0
745048,592094,2024-09-01,0,1,0,3,3
745373,592094,2024-09-02,1,0,0,4,0
745370,592094,2024-09-04,0,0,1,3,0
745369,592094,2024-09-05,0,0,1,2,0
745368,592094,2024-09-08,0,0,2,3,0
745210,592094,2024-09-10,0,2,1,5,0
745286,592094,2024-09-13,0,0,0,3,0
745287,592094,2024-09-15,0,0,1,3,0
745367,592094,2024-09-16,1,0,0,4,0
745366,592094,2024-09-17,1,1,2,6,1
745364,592094,2024-09-20,0,0,1,3,0
745360,592094,2024-09-21,1,3,0,5,1
746093,592094,2024-09-24,1,0,0,4,0
747145,592094,2024-09-27,1,0,1,5,0
775333,592094,2024-10-01,1,0,3,4,0
775336,592094,2024-10-02,2,0,1,5,2
775323,592094,2024-10-05,0,0,1,4,0
775321,592094,2024-10-08,0,0,1,3,0
775317,592094,2024-10-11,1,0,0,4,0
778999,592094,2025-03-17,2,1,2,6,1
778998,592094,2025-03-20,1,0,1,4,0
778996,592094,2025-03-22,1,0,0,3,0
778992,592094,2025-03-24,0,0,1,3,0
778545,592094,2025-03-27,0,0,1,3,0
778542,592094,2025-03-28,0,1,3,4,0
778514,592094,2025-03-30,0,1,1,3,0
778485,592094,2025-04-01,0,1,2,5,0
778430,592094,2025-04-06,1,1,1,5,0
778414,592094,2025-04-07,1,0,1,3,0
778381,592094,2025-04-09,0,1,2,4,0
778352,592094,2025-04-12,1,0,2,4,0
778315,592094,2025-04-14,2,0,1,5,1
778305,592094,2025-04-15,0,1,1,4,0
778237,592094,2025-04-20,0,0,2,6,0
778221,592094,2025-04-22,1,0,0,4,0
778160,592094,2025-04-26,1,2,1,7,1
778146,592094,2025-04-27,0,0,2,3,0
778126,592094,2025-04-29,0,0,2,3,0
778105,592094,2025-04-30,1,1,1,5,1
778065,592094,2025-05-03,0,0,0,3,0
778051,592094,2025-05-04,2,0,2,5,0
778019,592094,2025-05-07,1,1,1,6,2
777947,592094,2025-05-12,0,1,2,4,0
777932,592094,2025-05-13,0,0,0,3,0
777875,592094,2025-05-17,0,0,0,3,0
777816,592094,2025-05-22,0,2,0,5,0
777813,592094,2025-05-23,0,0,0,1,0
777783,592094,2025-05-25,0,0,1,3,0
777756,592094,2025-05-26,0,0,1,3,0
777726,592094,2025-05-28,3,1,0,6,0
777707,592094,2025-05-30,1,2,1,5,0
719045,592145,2023-03-19,0,2,2,4,0
718948,592145,2023-03-25,1,1,2,5,0
718984,592155,2023-03-24,1,1,1,4,1
747948,592155,2024-03-16,0,0,2,3,0
747877,592155,2024-03-21,0,0,0,3,0
747812,592155,2024-03-25,0,0,2,3,0
745518,592155,2024-04-19,1,0,1,4,1
745514,592155,2024-04-21,2,0,1,5,0
746647,592155,2024-04-23,2,1,2,6,2
746646,592155,2024-04-25,1,1,1,8,0
746971,592155,2024-04-27,0,0,3,6,0
746969,592155,2024-05-02,0,0,1,3,1
745911,592155,2024-05-04,2,0,2,6,1
745913,592155,2024-05-05,0,0,0,1,0
747127,592155,2024-05-08,1,0,1,4,0
746965,592155,2024-05-12,0,0,1,3,0
746960,592155,2024-05-15,0,0,4,6,0
745178,592155,2024-05-17,3,0,1,7,2
745179,592155,2024-05-19,1,0,2,4,0
745090,592155,2024-05-21,0,0,0,2,0
745089,592155,2024-05-22,1,1,0,3,0
746958,592155,2024-05-25,2,0,3,7,0
746954,592155,2024-05-30,1,0,2,4,0
746953,592155,2024-06-02,4,0,0,7,4
746784,592155,2024-06-06,1,1,3,8,0
746787,592155,2024-06-09,0,0,2,3,0
746951,592155,2024-06-11,1,0,0,3,0
746948,592155,2024-06-12,0,0,1,3,0
746947,592155,2024-06-14,1,0,0,2,1
746698,592155,2024-06-21,1,1,1,3,0
746700,592155,2024-06-22,1,0,0,3,0
746699,592155,2024-06-23,1,0,1,4,0
745725,592155,2024-07-05,1,1,1,8,0
746936,592155,2024-07-12,0,0,0,3,0
746121,592155,2024-07-20,0,1,2,4,0
746526,592155,2024-07-22,0,0,0,3,0
746525,592155,2024-07-24,0,0,1,3,0
746933,592155,2024-07-26,2,0,0,3,0
746931,592155,2024-07-27,1,0,0,3,1
746929,592155,2024-07-28,1,1,0,3,0
744986,592155,2024-08-02,1,0,1,3,1
744979,592155,2024-08-04,0,0,0,4,0
746276,592155,2024-08-05,0,1,0,3,0
746273,592155,2024-08-06,1,0,0,4,0
746927,592155,2024-08-09,4,0,1,7,3
746923,592155,2024-08-11,0,1,3,7,0
746924,592155,2024-08-13,1,2,0,3,3
745695,592155,2024-09-12,1,2,0,3,0
745696,592155,2024-09-13,1,1,1,3,4
778843,592155,2025-03-17,1,3,0,6,0
778839,592155,2025-03-20,0,0,0,3,0
778811,592155,2025-03-21,0,0,2,2,0
789304,592155,2025-03-24,0,0,2,2,0
778554,592155,2025-03-27,1,0,3,4,1
778527,592155,2025-03-30,2,0,2,5,0
778474,592155,2025-04-02,1,0,1,6,1
