game_pk,pitcher,game_date_start,hits_allowed,walks,strikeouts,batters_faced,runs_allowed
718288,425794,2023-05-06,8,0,5,9,4
718211,425794,2023-05-12,7,1,2,9,4
718124,425794,2023-05-18,5,3,1,9,3
718059,425794,2023-05-23,8,1,2,9,5
717975,425794,2023-05-29,9,2,6,9,3
717879,425794,2023-06-05,8,2,3,9,3
717797,425794,2023-06-11,8,1,2,9,3
717718,425794,2023-06-17,7,2,3,9,2
717637,425794,2023-06-24,11,1,0,9,6
717566,425794,2023-06-29,6,3,1,9,6
717502,425794,2023-07-04,7,3,3,9,4
717268,425794,2023-07-24,4,2,3,9,2
717213,425794,2023-07-29,7,3,3,9,4
717127,425794,2023-08-04,9,2,5,9,7
717039,425794,2023-08-11,9,0,0,9,8
716958,425794,2023-08-17,4,3,2,9,3
716901,425794,2023-08-22,7,1,3,9,6
716809,425794,2023-08-28,8,3,1,9,1
716680,425794,2023-09-07,8,3,4,9,5
716621,425794,2023-09-12,7,3,3,9,2
716531,425794,2023-09-18,4,2,3,9,0
719045,425844,2023-03-19,8,3,0,9,11
718959,425844,2023-03-25,5,0,5,11,2
718775,425844,2023-03-30,7,1,4,9,1
718692,425844,2023-04-05,7,1,4,9,1
718630,425844,2023-04-10,6,1,3,9,4
718551,425844,2023-04-16,4,1,6,9,4
718466,425844,2023-04-22,7,0,2,9,4
718400,425844,2023-04-27,8,2,3,9,7
718314,425844,2023-05-03,3,0,3,9,0
718253,425844,2023-05-08,6,1,2,9,4
718183,425844,2023-05-13,3,1,5,9,2
718111,425844,2023-05-19,5,0,4,9,2
718039,425844,2023-05-24,4,1,5,9,1
717960,425844,2023-05-30,2,1,6,9,0
717876,425844,2023-06-06,4,0,3,9,2
717793,425844,2023-06-12,6,0,4,9,2
717712,425844,2023-06-18,8,2,3,9,4
717649,425844,2023-06-23,9,1,3,9,5
717573,425844,2023-06-29,11,2,0,9,2
717500,425844,2023-07-04,7,1,3,9,6
717332,425844,2023-07-20,4,2,1,9,2
717260,425844,2023-07-25,4,0,1,9,4
717170,425844,2023-08-01,4,0,3,9,1
717113,425844,2023-08-06,7,0,4,9,5
716888,425844,2023-08-22,2,0,5,10,0
716811,425844,2023-08-28,6,2,1,9,2
716739,425844,2023-09-03,5,2,0,9,3
716661,425844,2023-09-09,6,1,4,9,4
716577,425844,2023-09-15,3,1,1,9,0
716505,425844,2023-09-20,5,0,5,9,2
716433,425844,2023-09-26,1,1,5,9,0
716352,425844,2023-10-01,4,2,2,9,0
719114,434378,2023-03-15,1,0,8,9,0
719035,434378,2023-03-20,2,6,3,9,2
718944,434378,2023-03-26,8,4,2,9,3
718318,434378,2023-05-04,5,1,5,9,2
718225,434378,2023-05-10,2,2,7,9,1
718150,434378,2023-05-16,8,2,3,9,6
718082,434378,2023-05-21,3,0,5,9,1
718011,434378,2023-05-27,9,1,2,9,6
717929,434378,2023-06-02,5,3,8,9,1
717840,434378,2023-06-08,7,4,3,9,5
717766,434378,2023-06-14,3,0,6,9,1
717682,434378,2023-06-20,8,0,5,9,4
717607,434378,2023-06-26,5,3,5,9,0
717535,434378,2023-07-01,5,1,6,9,1
717454,434378,2023-07-07,5,3,2,9,3
717413,434378,2023-07-14,2,6,6,9,3
717341,434378,2023-07-19,3,1,7,9,1
717266,434378,2023-07-25,2,4,6,9,0
717203,434378,2023-07-30,5,1,5,9,1
717126,434378,2023-08-05,7,2,4,9,2
717037,434378,2023-08-11,6,0,7,9,3
716972,434378,2023-08-16,9,2,2,9,5
716895,434378,2023-08-22,5,2,9,10,0
716830,434378,2023-08-27,2,5,7,9,0
716763,434378,2023-09-01,8,1,3,9,6
716687,434378,2023-09-06,4,1,6,10,1
716614,434378,2023-09-12,8,0,7,9,5
716530,434378,2023-09-18,8,1,5,9,3
716436,434378,2023-09-25,3,1,8,9,0
716370,434378,2023-09-30,2,3,5,9,0
748568,434378,2023-10-07,4,4,6,9,0
748553,434378,2023-10-15,6,2,5,9,2
748550,434378,2023-10-20,6,1,3,9,4
744872,434378,2024-04-19,4,0,4,9,2
746887,434378,2024-04-25,3,4,7,9,0
746399,434378,2024-05-01,6,3,2,9,2
745752,434378,2024-05-07,8,3,2,9,7
746476,434378,2024-05-12,2,3,8,9,0
746389,434378,2024-05-18,4,2,3,9,4
745663,434378,2024-05-24,8,1,9,9,2
745250,434378,2024-05-29,3,1,9,9,1
746382,434378,2024-06-03,7,2,4,9,4
746216,434378,2024-06-09,7,2,3,9,4
746350,434378,2024-08-21,4,1,6,9,2
745540,434378,2024-08-27,7,1,3,9,4
746668,434378,2024-09-02,8,4,3,9,4
746345,434378,2024-09-08,8,2,0,9,8
746177,434378,2024-09-14,4,2,2,9,2
746340,434378,2024-09-20,8,2,4,9,4
746578,434378,2024-09-28,7,0,5,9,3
778843,434378,2025-03-17,3,2,6,9,0
778976,434378,2025-03-22,9,1,4,9,5
778540,434378,2025-03-29,6,1,5,9,2
778444,434378,2025-04-04,5,2,2,9,3
778376,434378,2025-04-09,5,3,9,9,5
778313,434378,2025-04-15,8,3,1,9,4
778232,434378,2025-04-20,2,2,6,9,1
778171,434378,2025-04-25,4,1,5,9,2
778098,434378,2025-05-01,5,1,4,9,2
778027,434378,2025-05-06,5,3,3,9,3
777939,434378,2025-05-12,9,1,5,9,2
777867,434378,2025-05-18,3,5,1,9,2
719087,445276,2023-03-17,1,0,1,4,0
719033,445276,2023-03-20,0,1,1,5,1
718984,445276,2023-03-24,2,1,0,5,2
718936,445276,2023-03-27,1,2,0,5,0
718761,445276,2023-04-01,1,1,2,5,0
718690,445276,2023-04-06,0,0,0,3,0
718654,445276,2023-04-09,2,1,2,6,0
718580,445276,2023-04-14,1,0,3,4,0
718576,445276,2023-04-15,0,0,0,3,0
718524,445276,2023-04-18,0,0,2,3,0
718483,445276,2023-04-21,0,0,2,3,0
718435,445276,2023-04-25,0,0,0,2,0
718385,445276,2023-04-29,3,0,1,6,1
718301,445276,2023-05-05,1,1,3,5,0
718284,445276,2023-05-06,1,0,1,4,0
718220,445276,2023-05-10,1,0,1,4,0
718211,445276,2023-05-12,3,1,0,4,3
718196,445276,2023-05-13,1,1,0,6,3
718092,445276,2023-05-20,0,2,0,5,0
718034,445276,2023-05-24,0,1,0,4,0
717991,445276,2023-05-27,0,0,1,3,0
717932,445276,2023-06-01,0,1,0,4,0
717885,445276,2023-06-03,3,1,1,7,2
717918,445276,2023-06-03,1,0,3,4,0
717873,445276,2023-06-06,0,0,1,3,0
717841,445276,2023-06-09,2,0,1,5,0
717810,445276,2023-06-11,0,0,1,3,0
717794,445276,2023-06-12,0,0,1,3,0
717715,445276,2023-06-18,1,0,2,4,0
717665,445276,2023-06-21,0,0,1,3,0
717645,445276,2023-06-23,0,0,1,3,0
717629,445276,2023-06-24,2,0,1,4,1
717569,445276,2023-06-29,3,0,1,5,1
717547,445276,2023-07-01,3,0,3,6,1
717484,445276,2023-07-05,0,0,0,3,0
717435,445276,2023-07-09,0,1,1,3,0
717419,445276,2023-07-14,0,0,1,1,0
717344,445276,2023-07-19,0,1,1,4,0
717309,445276,2023-07-22,1,0,0,2,1
717242,445276,2023-07-26,1,1,1,4,0
717220,445276,2023-07-28,0,0,2,3,0
717221,445276,2023-07-29,1,0,0,1,0
717167,445276,2023-08-01,0,0,1,3,0
717089,445276,2023-08-07,0,0,2,3,0
717059,445276,2023-08-09,1,1,1,4,1
717051,445276,2023-08-10,0,0,2,3,0
717014,445276,2023-08-13,1,0,0,4,0
716993,445276,2023-08-15,0,0,1,3,0
716928,445276,2023-08-20,1,1,2,5,0
716878,445276,2023-08-23,0,0,0,1,0
716794,445276,2023-08-30,0,0,1,3,0
716739,445276,2023-09-03,3,0,1,6,2
716722,445276,2023-09-04,0,0,0,3,0
716716,445276,2023-09-05,1,1,0,2,3
716612,445276,2023-09-12,1,1,0,3,0
747959,445276,2024-03-15,3,0,1,5,2
747877,445276,2024-03-21,0,0,2,3,0
747824,445276,2024-03-24,0,0,1,3,0
747802,445276,2024-03-26,0,0,1,3,0
745283,445276,2024-03-28,0,1,2,4,0
745680,445276,2024-04-02,0,2,2,5,0
745678,445276,2024-04-03,0,2,1,5,0
746249,445276,2024-04-05,0,0,1,3,0
746977,445276,2024-04-11,0,2,1,4,0
746975,445276,2024-04-14,1,2,2,6,1
746976,445276,2024-04-16,3,0,0,6,1
745515,445276,2024-04-20,0,0,2,3,0
746646,445276,2024-04-25,0,0,1,3,0
746967,445276,2024-04-28,0,0,1,3,0
745913,445276,2024-05-05,1,0,0,5,0
746964,445276,2024-05-10,2,1,3,6,2
746963,445276,2024-05-11,0,0,2,3,0
746965,445276,2024-05-12,1,0,0,4,0
746962,445276,2024-05-14,1,0,0,4,0
746959,445276,2024-05-16,2,1,2,6,2
745090,445276,2024-05-21,1,0,0,4,0
746957,445276,2024-05-26,0,0,2,3,0
746953,445276,2024-06-02,1,0,1,4,0
746787,445276,2024-06-09,1,0,5,7,0
746948,445276,2024-06-12,1,1,1,5,1
746946,445276,2024-06-15,0,0,0,4,0
744918,445276,2024-06-17,0,0,0,1,0
744917,445276,2024-06-18,0,0,1,3,0
746700,445276,2024-06-22,1,0,0,4,0
746699,445276,2024-06-23,1,0,0,4,0
746941,445276,2024-06-24,1,0,1,3,0
746938,445276,2024-06-30,0,0,1,3,0
746043,445276,2024-07-04,2,0,1,4,0
745725,445276,2024-07-05,1,0,0,4,0
745723,445276,2024-07-07,0,0,1,3,0
746932,445276,2024-07-14,2,1,3,8,1
746121,445276,2024-07-20,2,0,1,5,1
746125,445276,2024-07-21,3,0,1,6,3
746933,445276,2024-07-26,2,0,2,5,0
746931,445276,2024-07-27,2,0,1,5,1
746925,445276,2024-07-31,0,1,1,4,0
746273,445276,2024-08-06,0,0,3,4,0
746921,445276,2024-08-12,0,0,1,3,0
746924,445276,2024-08-13,0,0,1,4,0
747001,445276,2024-08-16,0,0,2,3,0
746997,445276,2024-08-17,0,0,1,3,0
746351,445276,2024-08-19,1,0,1,2,1
746349,445276,2024-08-20,0,0,0,3,0
746916,445276,2024-08-27,1,0,0,4,1
746913,445276,2024-08-28,0,0,1,3,0
746433,445276,2024-08-30,2,0,2,5,1
745776,445276,2024-09-04,1,3,1,5,1
746911,445276,2024-09-07,0,0,1,3,0
746908,445276,2024-09-11,1,0,0,3,0
745695,445276,2024-09-12,0,0,1,3,0
745040,445276,2024-09-18,0,2,2,5,0
746905,445276,2024-09-20,0,0,0,3,0
746903,445276,2024-09-22,0,0,1,3,0
778839,445276,2025-03-20,0,0,0,3,0
787998,445276,2025-03-23,2,2,0,6,2
787997,445276,2025-03-25,0,0,2,3,0
778534,445276,2025-03-29,0,1,2,4,0
778527,445276,2025-03-30,1,1,0,4,0
778495,445276,2025-04-01,0,0,1,3,0
778425,445276,2025-04-06,0,0,1,3,0
778417,445276,2025-04-08,2,0,2,5,0
778351,445276,2025-04-12,1,0,1,4,0
778260,445276,2025-04-18,0,0,0,3,0
778191,445276,2025-04-24,1,0,1,4,0
778085,445276,2025-05-02,6,0,1,8,4
778067,445276,2025-05-03,0,0,0,2,0
777986,445276,2025-05-09,1,0,0,3,1
777947,445276,2025-05-12,0,0,2,3,0
777932,445276,2025-05-13,1,1,0,2,2
777899,445276,2025-05-16,1,0,1,4,0
777884,445276,2025-05-17,1,0,0,5,0
777853,445276,2025-05-19,1,0,1,4,0
777843,445276,2025-05-20,2,0,2,5,1
777798,445276,2025-05-23,0,2,1,5,0
777721,445276,2025-05-30,1,2,0,6,1
719115,445926,2023-03-15,0,0,2,3,0
718965,445926,2023-03-25,0,0,1,3,0
718936,445926,2023-03-27,0,1,0,3,0
718780,445926,2023-03-30,2,0,1,6,1
718743,445926,2023-04-02,0,0,1,3,0
718711,445926,2023-04-04,0,0,1,3,0
718697,445926,2023-04-05,0,0,0,1,0
718676,445926,2023-04-07,0,0,2,3,0
718636,445926,2023-04-10,0,0,0,2,0
718620,445926,2023-04-11,1,0,1,4,0
718563,445926,2023-04-15,1,0,1,3,1
718533,445926,2023-04-17,1,1,0,4,0
718519,445926,2023-04-18,0,1,2,4,0
718489,445926,2023-04-21,3,1,0,4,3
718429,445926,2023-04-25,3,0,1,6,0
718410,445926,2023-04-27,1,0,1,2,2
718352,445926,2023-05-01,0,0,0,2,0
718321,445926,2023-05-03,1,1,1,5,0
718298,445926,2023-05-05,0,0,2,3,0
718277,445926,2023-05-07,1,0,1,4,1
718220,445926,2023-05-10,0,0,2,3,0
718192,445926,2023-05-13,0,1,1,3,0
718181,445926,2023-05-14,1,1,2,5,0
718126,445926,2023-05-17,1,0,2,5,0
718094,445926,2023-05-20,1,2,3,9,0
718042,445926,2023-05-24,1,0,0,3,0
718019,445926,2023-05-26,0,0,0,3,0
717997,445926,2023-05-27,0,0,3,3,0
717949,445926,2023-05-31,0,0,0,2,0
717901,445926,2023-06-03,1,2,3,6,1
717872,445926,2023-06-06,0,0,0,3,0
717840,445926,2023-06-08,1,2,2,6,0
717816,445926,2023-06-10,0,0,3,6,0
717770,445926,2023-06-14,1,0,0,1,0
716509,445926,2023-09-20,1,1,0,9,0
716467,445926,2023-09-24,0,1,0,2,0
716412,445926,2023-09-27,1,0,1,4,1
716394,445926,2023-09-29,2,0,2,8,2
716354,445926,2023-10-01,1,1,0,5,0
747915,445926,2024-03-17,2,0,1,6,2
747906,445926,2024-03-18,1,0,1,3,0
745599,445926,2024-03-30,2,0,1,9,1
747143,445926,2024-04-05,0,1,0,7,0
747142,445926,2024-04-08,2,1,1,6,1
746082,445926,2024-04-13,2,0,0,5,0
746406,445926,2024-04-15,0,1,1,4,0
746401,445926,2024-04-17,2,0,2,5,1
745260,445926,2024-04-30,0,1,3,7,0
746152,445926,2024-05-03,1,0,0,2,1
746153,445926,2024-05-05,0,0,1,2,0
747126,445926,2024-05-07,1,1,0,5,0
745825,445926,2024-05-12,1,0,0,4,0
747123,445926,2024-05-15,2,0,1,8,2
747122,445926,2024-05-17,1,0,1,4,0
747120,445926,2024-05-19,1,1,1,4,0
746875,445926,2024-05-21,0,1,1,3,0
745501,445926,2024-05-24,1,1,1,5,0
747118,445926,2024-05-27,1,0,1,5,0
747114,445926,2024-05-30,1,0,2,8,0
746949,445926,2024-06-04,1,0,0,3,0
744849,445926,2024-06-09,0,2,3,7,0
747028,445926,2024-06-12,2,0,1,4,0
747112,445926,2024-06-14,1,0,1,4,0
747108,445926,2024-06-17,0,0,2,5,0
745729,445926,2024-06-21,1,0,1,3,0
745731,445926,2024-06-22,2,0,2,8,1
747105,445926,2024-06-28,1,0,2,5,0
747102,445926,2024-07-02,1,0,1,6,2
747097,445926,2024-07-05,3,0,3,9,3
747180,445926,2024-07-09,1,0,3,8,1
745392,445926,2024-07-13,2,0,0,5,1
747094,445926,2024-07-21,2,3,1,9,2
747091,445926,2024-07-24,2,0,1,5,0
745792,445926,2024-07-26,0,0,1,3,0
745959,445926,2024-07-29,2,1,0,6,3
747087,445926,2024-08-03,1,2,3,9,0
747086,445926,2024-08-06,4,1,1,9,2
746523,445926,2024-08-09,1,1,1,5,0
745302,445926,2024-08-13,0,0,2,3,0
745298,445926,2024-08-15,4,0,1,8,4
747078,445926,2024-08-25,2,0,2,5,1
745864,445926,2024-08-27,3,1,0,7,2
745532,445926,2024-08-31,0,0,1,3,0
747076,445926,2024-09-07,1,0,0,3,0
747072,445926,2024-09-08,1,0,0,4,0
744807,445926,2024-09-10,1,0,3,9,0
746659,445926,2024-09-17,3,0,2,8,2
775333,445926,2024-10-01,0,0,1,6,0
778922,445926,2025-03-16,1,0,2,4,1
778998,445926,2025-03-20,2,0,0,5,1
778693,445926,2025-03-23,3,2,1,9,0
778500,445926,2025-03-31,2,2,1,9,1
778177,445926,2025-04-25,2,1,2,6,1
719113,446372,2023-03-15,4,2,6,9,1
718962,446372,2023-03-25,4,2,1,9,3
718782,446372,2023-03-30,6,4,4,9,3
718702,446372,2023-04-05,3,1,2,9,1
718594,446372,2023-04-13,4,1,7,9,2
718505,446372,2023-04-19,6,4,4,9,7
718435,446372,2023-04-25,5,0,3,10,1
718353,446372,2023-05-01,5,4,7,9,3
718284,446372,2023-05-06,7,1,1,9,3
718187,446372,2023-05-14,7,3,5,10,4
718079,446372,2023-05-21,3,3,1,9,4
717918,446372,2023-06-03,0,0,1,3,0
717904,446372,2023-06-04,2,1,1,9,2
717842,446372,2023-06-08,11,1,1,9,6
717788,446372,2023-06-13,2,1,2,9,0
717742,446372,2023-06-16,3,0,1,9,1
717683,446372,2023-06-20,5,1,2,9,4
718930,448179,2023-03-27,11,0,3,9,7
718756,448179,2023-04-01,3,2,7,9,3
718679,448179,2023-04-07,8,0,1,9,7
718608,448179,2023-04-12,5,2,0,9,2
718535,448179,2023-04-17,6,2,7,9,1
718474,448179,2023-04-22,6,3,7,9,1
718383,448179,2023-04-29,8,0,5,9,3
718307,448179,2023-05-05,8,2,5,9,4
718231,448179,2023-05-10,4,2,4,9,3
718142,448179,2023-05-17,1,2,7,9,0
718065,448179,2023-05-23,7,2,9,9,4
717978,448179,2023-05-29,9,1,3,9,6
717898,448179,2023-06-04,4,4,6,9,1
717836,448179,2023-06-09,7,2,6,9,2
717740,448179,2023-06-16,3,6,5,9,4
717671,448179,2023-06-21,4,3,4,9,5
717603,448179,2023-06-27,9,2,4,9,4
717531,448179,2023-07-02,3,3,8,9,3
717452,448179,2023-07-07,7,4,3,9,5
717416,448179,2023-07-14,7,2,2,9,3
717348,448179,2023-07-19,8,1,1,9,4
717258,448179,2023-07-25,7,2,3,9,2
717208,448179,2023-07-30,5,4,7,9,2
717093,448179,2023-08-06,5,3,4,9,6
717020,448179,2023-08-12,7,1,4,9,3
716957,448179,2023-08-17,2,1,3,9,3
716857,448179,2023-08-25,4,2,0,9,2
716782,448179,2023-08-30,5,1,2,9,3
716720,448179,2023-09-04,7,2,3,9,6
716640,448179,2023-09-10,1,3,3,12,4
716608,448179,2023-09-12,3,1,2,9,4
716444,448179,2023-09-24,0,0,1,3,0
716356,448179,2023-10-01,2,0,3,7,1
746914,448179,2024-08-29,0,0,2,4,0
746424,448179,2024-08-31,0,0,1,3,0
746426,448179,2024-09-01,1,2,2,5,2
745776,448179,2024-09-04,0,2,0,3,3
719098,450203,2023-03-16,3,2,7,9,4
718929,450203,2023-03-28,4,2,0,9,3
718727,450203,2023-04-03,9,2,1,9,3
718659,450203,2023-04-08,6,4,6,9,3
718579,450203,2023-04-14,6,3,5,9,3
718507,450203,2023-04-19,5,3,5,9,1
718429,450203,2023-04-25,3,2,9,9,1
718361,450203,2023-05-01,6,3,6,9,2
718245,450203,2023-05-09,5,2,7,9,2
718165,450203,2023-05-15,7,1,10,9,0
718074,450203,2023-05-22,7,2,5,9,6
717997,450203,2023-05-27,7,3,9,9,2
717919,450203,2023-06-02,6,2,9,9,3
717850,450203,2023-06-07,4,5,5,10,4
717790,450203,2023-06-12,4,3,8,9,0
717716,450203,2023-06-18,5,5,8,9,5
717618,450203,2023-06-25,7,3,7,9,3
717536,450203,2023-07-01,4,1,5,9,0
717460,450203,2023-07-07,4,2,6,9,1
717414,450203,2023-07-14,3,1,4,9,0
717340,450203,2023-07-19,6,3,4,9,4
717261,450203,2023-07-25,6,6,1,9,4
717187,450203,2023-07-31,6,3,8,9,3
717098,450203,2023-08-06,4,5,4,9,4
717040,450203,2023-08-11,3,7,4,9,0
716970,450203,2023-08-16,4,1,10,9,0
716876,450203,2023-08-23,2,3,11,9,0
716791,450203,2023-08-29,3,3,8,9,1
716725,450203,2023-09-03,6,3,3,9,2
717664,450203,2023-09-11,6,4,9,9,4
716546,450203,2023-09-17,6,6,5,9,6
716485,450203,2023-09-22,0,2,1,5,0
747946,450203,2024-03-16,5,1,7,9,3
747870,450203,2024-03-21,4,4,3,9,2
747804,450203,2024-03-26,1,2,4,12,0
746817,450203,2024-04-01,3,3,5,9,0
747142,450203,2024-04-08,5,5,3,9,4
746079,450203,2024-04-14,7,1,8,10,5
747135,450203,2024-04-20,4,2,4,9,2
747131,450203,2024-04-27,4,2,5,9,0
746152,450203,2024-05-03,5,3,5,9,2
745827,450203,2024-05-10,3,1,7,9,1
747123,450203,2024-05-15,5,4,4,9,3
746875,450203,2024-05-21,4,5,8,9,2
747118,450203,2024-05-27,12,2,7,9,8
747110,450203,2024-06-02,1,6,6,9,0
744848,450203,2024-06-08,7,1,3,9,5
747113,450203,2024-06-15,3,4,8,9,1
745731,450203,2024-06-22,5,5,4,10,4
747105,450203,2024-06-28,3,2,7,9,0
747103,450203,2024-07-04,5,3,5,9,4
747179,450203,2024-07-10,5,0,5,9,3
747093,450203,2024-07-20,6,1,4,9,1
745792,450203,2024-07-26,6,2,2,9,7
747092,450203,2024-08-01,5,3,6,9,1
747081,450203,2024-08-08,9,1,3,9,8
745302,450203,2024-08-13,6,2,8,9,2
746186,450203,2024-08-18,2,3,7,9,1
747077,450203,2024-08-24,8,2,6,9,2
745531,450203,2024-08-29,5,5,7,10,3
747075,450203,2024-09-04,5,3,8,9,2
747090,450203,2024-09-09,6,3,7,9,1
747071,450203,2024-09-15,3,2,6,10,1
746013,450203,2024-09-20,7,4,3,9,4
747061,450203,2024-09-29,5,2,3,9,4
778693,450203,2025-03-23,5,0,1,9,3
778549,450203,2025-03-28,7,1,3,9,2
778470,450203,2025-04-03,6,2,10,9,5
778396,450203,2025-04-08,4,6,4,9,4
778317,450203,2025-04-15,7,3,2,9,4
778250,450203,2025-04-20,7,4,2,9,6
778180,450203,2025-04-26,3,5,3,9,3
778133,450203,2025-04-29,3,1,2,9,1
778062,450203,2025-05-04,3,0,0,6,2
778011,450203,2025-05-07,4,2,2,9,3
777973,450203,2025-05-10,0,0,2,6,0
777938,450203,2025-05-14,2,1,4,9,1
777890,450203,2025-05-17,2,1,6,9,1
777771,450203,2025-05-26,4,3,5,9,2
719101,453178,2023-03-15,0,0,2,3,0
719061,453178,2023-03-18,0,1,0,3,0
718982,453178,2023-03-23,0,1,1,4,0
718951,453178,2023-03-25,0,0,1,3,0
718726,453178,2023-04-03,0,0,3,3,0
718675,453178,2023-04-07,0,0,0,3,0
718669,453178,2023-04-08,2,0,1,3,0
718595,453178,2023-04-12,0,0,1,3,0
718562,453178,2023-04-15,2,2,0,6,3
718522,453178,2023-04-18,0,0,1,3,0
718469,453178,2023-04-22,1,1,1,5,0
718434,453178,2023-04-25,2,0,1,3,4
718356,453178,2023-04-30,0,0,1,3,0
718325,453178,2023-05-03,2,0,2,7,2
718239,453178,2023-05-09,2,1,2,7,1
716705,453178,2023-09-05,2,1,2,7,2
716665,453178,2023-09-08,0,2,2,7,0
716630,453178,2023-09-11,1,0,0,4,1
716594,453178,2023-09-13,0,0,1,3,0
716575,453178,2023-09-15,2,2,3,8,3
718957,453268,2023-03-25,1,0,1,4,1
718926,453268,2023-03-27,2,2,2,6,1
718509,453268,2023-04-19,0,0,0,3,0
718475,453268,2023-04-22,1,0,2,4,0
718421,453268,2023-04-26,1,1,1,6,0
718390,453268,2023-04-28,0,1,0,4,0
718315,453268,2023-05-03,1,1,0,4,0
718276,453268,2023-05-07,1,0,0,4,1
718258,453268,2023-05-08,0,1,1,4,0
718231,453268,2023-05-10,1,2,1,4,0
718161,453268,2023-05-15,0,1,1,4,0
718145,453268,2023-05-16,1,1,1,5,0
718100,453268,2023-05-20,0,2,1,7,0
718033,453268,2023-05-25,1,2,2,7,0
717982,453268,2023-05-28,1,1,1,5,0
717955,453268,2023-05-30,0,0,0,4,0
717923,453268,2023-06-02,1,2,1,5,0
717869,453268,2023-06-06,0,4,3,7,1
717846,453268,2023-06-08,0,0,1,1,0
717819,453268,2023-06-10,1,1,1,5,0
717794,453268,2023-06-12,1,1,0,4,0
717788,453268,2023-06-13,0,0,1,3,0
717724,453268,2023-06-17,0,0,2,3,0
717701,453268,2023-06-19,1,1,1,5,0
717669,453268,2023-06-21,3,2,2,8,2
717644,453268,2023-06-23,0,0,1,3,0
717616,453268,2023-06-25,0,1,1,4,0
717578,453268,2023-06-28,2,1,1,5,1
717544,453268,2023-07-01,0,1,0,6,0
717489,453268,2023-07-05,0,0,0,4,0
717448,453268,2023-07-07,0,0,0,3,0
717410,453268,2023-07-14,1,0,2,4,0
717378,453268,2023-07-16,1,2,0,6,2
717355,453268,2023-07-18,0,0,1,3,0
717319,453268,2023-07-21,1,1,1,5,0
717306,453268,2023-07-22,0,0,2,3,0
717257,453268,2023-07-26,1,4,0,7,3
717199,453268,2023-07-30,0,1,1,4,0
717179,453268,2023-07-31,0,2,0,3,0
717158,453268,2023-08-02,3,1,1,5,4
717086,453268,2023-08-07,0,0,2,3,0
717065,453268,2023-08-09,0,0,3,3,0
717045,453268,2023-08-10,0,2,0,4,1
717007,453268,2023-08-13,0,1,0,4,0
716977,453268,2023-08-16,0,4,0,6,1
716898,453268,2023-08-22,3,1,0,6,7
716837,453268,2023-08-26,0,0,0,3,0
716812,453268,2023-08-28,4,1,2,9,5
716759,453268,2023-09-01,3,2,2,8,3
716526,453268,2023-09-18,0,0,1,4,0
716449,453268,2023-09-24,0,2,1,5,0
716424,453268,2023-09-26,1,3,2,7,1
719069,453286,2023-03-18,4,1,8,13,0
718977,453286,2023-03-24,4,2,11,12,2
718774,453286,2023-03-30,4,2,6,9,3
718712,453286,2023-04-04,8,2,2,9,5
718634,453286,2023-04-10,1,3,6,9,0
718508,453286,2023-04-19,1,2,3,9,0
718329,453286,2023-05-03,8,1,3,9,5
718186,453286,2023-05-14,2,3,6,9,1
718099,453286,2023-05-21,3,1,5,9,0
718016,453286,2023-05-26,6,0,8,9,1
717934,453286,2023-06-01,5,1,9,9,2
717850,453286,2023-06-07,11,0,10,9,5
717779,453286,2023-06-13,7,2,2,9,6
717694,453286,2023-06-19,4,1,8,9,1
717635,453286,2023-06-24,7,1,8,9,2
717565,453286,2023-06-29,7,2,9,9,2
717498,453286,2023-07-04,5,2,9,9,4
717423,453286,2023-07-09,6,3,7,9,5
717385,453286,2023-07-16,1,3,6,10,0
717309,453286,2023-07-22,6,2,7,9,5
717230,453286,2023-07-28,6,2,7,9,1
717149,453286,2023-08-03,7,2,9,9,3
717069,453286,2023-08-08,3,2,6,9,1
716997,453286,2023-08-14,1,1,10,9,0
716918,453286,2023-08-20,3,5,4,9,3
716839,453286,2023-08-26,4,1,10,9,2
716772,453286,2023-09-01,1,2,7,9,0
716687,453286,2023-09-06,6,2,4,9,7
716616,453286,2023-09-12,3,1,2,9,0
748552,453286,2023-10-18,5,2,4,9,5
748547,453286,2023-10-23,4,1,2,9,2
748540,453286,2023-10-30,2,2,1,9,0
745000,453286,2024-06-23,1,0,4,9,0
747017,453286,2024-06-28,4,2,4,9,2
744996,453286,2024-07-04,6,1,3,9,2
746206,453286,2024-07-09,8,0,6,9,4
746370,453286,2024-07-14,4,1,6,9,1
744994,453286,2024-07-20,5,3,1,9,4
744984,453286,2024-07-25,3,1,9,9,1
745149,453286,2024-07-30,4,1,5,9,2
745209,453286,2024-09-14,5,2,2,9,2
778868,453286,2025-03-22,2,1,4,9,0
778536,453286,2025-03-29,3,0,1,9,2
716873,455117,2023-08-24,5,2,0,9,4
719113,455119,2023-03-15,1,0,2,4,0
719072,455119,2023-03-18,0,0,0,3,0
719011,455119,2023-03-22,3,0,3,7,2
718984,455119,2023-03-24,4,1,1,8,2
718936,455119,2023-03-27,1,0,1,4,0
718782,455119,2023-03-30,2,1,0,5,0
718761,455119,2023-04-01,0,0,1,3,0
718748,455119,2023-04-02,1,0,0,4,0
718690,455119,2023-04-06,1,0,0,4,0
718654,455119,2023-04-09,2,0,0,5,0
718638,455119,2023-04-10,1,0,0,4,1
718600,455119,2023-04-12,1,0,1,4,1
718353,455119,2023-05-01,2,1,1,6,0
718323,455119,2023-05-03,0,0,2,3,0
