game_pk,half_inning,label
718001,Top_1st,0
718002,Bot_1st,1
718002,Top_1st,0
718003,Bot_1st,0
718003,Top_1st,1
718004,Bot_1st,1
718004,Top_1st,1
718005,Bot_1st,1
718005,Top_1st,0
718006,Bot_1st,1
718006,Top_1st,0
718007,Bot_1st,1
718007,Top_1st,0
718008,Bot_1st,1
718008,Top_1st,1
718009,Bot_1st,1
718009,Top_1st,1
718010,Bot_1st,0
718010,Top_1st,1
718011,Bot_1st,0
718011,Top_1st,1
718012,Bot_1st,1
718012,Top_1st,1
718013,Bot_1st,1
718013,Top_1st,1
718014,Bot_1st,1
718014,Top_1st,1
718015,Bot_1st,1
718015,Top_1st,0
718016,Bot_1st,1
718016,Top_1st,1
718017,Bot_1st,1
718017,Top_1st,0
718018,Bot_1st,1
718018,Top_1st,1
718019,Bot_1st,1
718019,Top_1st,1
718020,Bot_1st,1
718020,Top_1st,0
718021,Bot_1st,1
718021,Top_1st,1
718022,Bot_1st,0
718022,Top_1st,0
718023,Bot_1st,0
718023,Top_1st,0
718024,Bot_1st,1
718024,Top_1st,1
718025,Bot_1st,1
718025,Top_1st,1
718026,Bot_1st,1
718026,Top_1st,1
718027,Bot_1st,0
718027,Top_1st,1
718028,Bot_1st,0
718028,Top_1st,1
718029,Bot_1st,1
718029,Top_1st,1
718030,Bot_1st,1
718030,Top_1st,0
718031,Bot_1st,0
718031,Top_1st,0
718032,Bot_1st,1
718032,Top_1st,1
718033,Bot_1st,1
718033,Top_1st,1
718034,Bot_1st,0
718034,Top_1st,1
718035,Bot_1st,1
718035,Top_1st,0
718036,Bot_1st,1
718036,Top_1st,1
718037,Bot_1st,1
718037,Top_1st,0
718038,Bot_1st,0
718038,Top_1st,0
718039,Bot_1st,1
718039,Top_1st,0
718040,Bot_1st,0
718040,Top_1st,0
718041,Bot_1st,1
718041,Top_1st,1
718042,Bot_1st,0
718042,Top_1st,1
718043,Bot_1st,0
718043,Top_1st,1
718044,Bot_1st,1
718044,Top_1st,0
718045,Bot_1st,0
718045,Top_1st,1
718046,Bot_1st,1
718046,Top_1st,1
718047,Bot_1st,1
718047,Top_1st,1
718048,Bot_1st,0
718048,Top_1st,0
718049,Bot_1st,1
718049,Top_1st,0
718050,Bot_1st,1
718050,Top_1st,1
718051,Bot_1st,1
718051,Top_1st,1
718052,Bot_1st,1
718052,Top_1st,0
718053,Bot_1st,1
718053,Top_1st,0
718054,Bot_1st,1
718054,Top_1st,0
718055,Bot_1st,0
718055,Top_1st,1
718056,Bot_1st,1
718056,Top_1st,0
718057,Bot_1st,1
718057,Top_1st,1
718058,Bot_1st,1
718058,Top_1st,1
718059,Bot_1st,1
718059,Top_1st,1
718060,Bot_1st,0
718060,Top_1st,1
718061,Bot_1st,1
718061,Top_1st,1
718062,Bot_1st,1
718062,Top_1st,0
718063,Bot_1st,0
718063,Top_1st,0
718064,Bot_1st,1
718064,Top_1st,1
718065,Bot_1st,1
718065,Top_1st,1
718066,Bot_1st,1
718066,Top_1st,1
718067,Bot_1st,0
718067,Top_1st,1
718068,Bot_1st,0
718068,Top_1st,0
718069,Bot_1st,1
718069,Top_1st,1
718070,Bot_1st,0
718070,Top_1st,0
718071,Bot_1st,1
718071,Top_1st,0
718072,Bot_1st,1
718072,Top_1st,1
718073,Bot_1st,1
718073,Top_1st,0
718074,Bot_1st,1
718074,Top_1st,0
718075,Bot_1st,1
718075,Top_1st,1
718076,Bot_1st,1
718076,Top_1st,1
718077,Bot_1st,1
718077,Top_1st,1
718078,Bot_1st,0
718078,Top_1st,1
718079,Bot_1st,1
718079,Top_1st,0
718080,Bot_1st,1
718080,Top_1st,1
718081,Bot_1st,0
718081,Top_1st,0
718082,Bot_1st,1
718082,Top_1st,1
718083,Bot_1st,0
718083,Top_1st,0
718084,Bot_1st,0
718084,Top_1st,0
718085,Bot_1st,1
718085,Top_1st,0
718086,Bot_1st,1
718086,Top_1st,0
718087,Bot_1st,1
718087,Top_1st,0
718088,Bot_1st,0
718088,Top_1st,0
718089,Bot_1st,1
718089,Top_1st,0
718090,Bot_1st,1
718090,Top_1st,0
718091,Bot_1st,0
718091,Top_1st,1
718092,Bot_1st,0
718092,Top_1st,1
718093,Bot_1st,1
718093,Top_1st,0
718094,Bot_1st,1
718094,Top_1st,1
718095,Bot_1st,1
718095,Top_1st,1
718096,Bot_1st,0
718096,Top_1st,1
718097,Bot_1st,1
718097,Top_1st,0
718098,Bot_1st,1
718098,Top_1st,1
718099,Bot_1st,1
718099,Top_1st,0
718100,Bot_1st,1
718100,Top_1st,1
718101,Bot_1st,1
718101,Top_1st,1
718102,Bot_1st,1
718102,Top_1st,0
718103,Bot_1st,1
718103,Top_1st,0
718104,Bot_1st,1
718104,Top_1st,1
718105,Bot_1st,0
718105,Top_1st,1
718106,Bot_1st,1
718106,Top_1st,0
718107,Bot_1st,1
718107,Top_1st,0
718108,Bot_1st,1
718108,Top_1st,1
718109,Bot_1st,1
718109,Top_1st,0
718110,Bot_1st,1
718110,Top_1st,1
718111,Bot_1st,0
718111,Top_1st,0
718112,Bot_1st,0
718112,Top_1st,1
718113,Bot_1st,1
718113,Top_1st,1
718114,Bot_1st,1
718114,Top_1st,0
718115,Bot_1st,1
718115,Top_1st,0
718116,Bot_1st,1
718116,Top_1st,1
718117,Bot_1st,0
718117,Top_1st,0
718118,Bot_1st,1
718118,Top_1st,0
718119,Bot_1st,0
718119,Top_1st,1
718120,Bot_1st,0
718120,Top_1st,1
718121,Bot_1st,1
718121,Top_1st,1
718122,Bot_1st,1
718122,Top_1st,1
718123,Bot_1st,0
718123,Top_1st,1
718124,Bot_1st,0
718124,Top_1st,1
718125,Bot_1st,0
718125,Top_1st,0
718126,Bot_1st,0
718126,Top_1st,0
718127,Bot_1st,1
718127,Top_1st,1
718128,Bot_1st,1
718128,Top_1st,1
718129,Bot_1st,1
718129,Top_1st,1
718130,Bot_1st,0
718130,Top_1st,0
718131,Bot_1st,1
718131,Top_1st,0
718132,Bot_1st,0
718132,Top_1st,1
718133,Bot_1st,1
718133,Top_1st,0
718134,Bot_1st,1
718134,Top_1st,0
718135,Bot_1st,1
718135,Top_1st,0
718136,Bot_1st,1
718136,Top_1st,1
718137,Bot_1st,1
718137,Top_1st,0
718138,Bot_1st,1
718138,Top_1st,1
718139,Bot_1st,1
718139,Top_1st,0
718140,Bot_1st,1
718140,Top_1st,0
718141,Bot_1st,1
718141,Top_1st,1
718142,Bot_1st,1
718142,Top_1st,1
718143,Bot_1st,1
718143,Top_1st,1
718144,Bot_1st,1
718144,Top_1st,0
718145,Bot_1st,1
718145,Top_1st,0
718146,Bot_1st,1
718146,Top_1st,1
718147,Bot_1st,1
718147,Top_1st,0
718148,Bot_1st,0
718148,Top_1st,1
718149,Bot_1st,1
718149,Top_1st,0
718150,Bot_1st,1
718150,Top_1st,1
718151,Bot_1st,0
718151,Top_1st,1
718152,Bot_1st,1
718152,Top_1st,0
718153,Bot_1st,1
718153,Top_1st,0
718154,Bot_1st,1
718154,Top_1st,1
718155,Bot_1st,1
718155,Top_1st,0
718156,Bot_1st,0
718156,Top_1st,1
718157,Bot_1st,0
718157,Top_1st,0
718158,Bot_1st,1
718158,Top_1st,0
718159,Bot_1st,1
718159,Top_1st,0
718160,Bot_1st,0
718160,Top_1st,1
718161,Bot_1st,0
718161,Top_1st,1
718162,Bot_1st,1
718162,Top_1st,0
718163,Bot_1st,1
718163,Top_1st,0
718164,Bot_1st,0
718164,Top_1st,1
718165,Bot_1st,1
718165,Top_1st,1
718166,Bot_1st,1
718166,Top_1st,1
718167,Bot_1st,1
718167,Top_1st,1
718168,Bot_1st,1
718168,Top_1st,1
718169,Bot_1st,1
718169,Top_1st,0
718170,Bot_1st,1
718170,Top_1st,1
718171,Bot_1st,0
718171,Top_1st,1
718172,Bot_1st,0
718172,Top_1st,1
718173,Bot_1st,1
718173,Top_1st,0
718174,Bot_1st,1
718174,Top_1st,1
718175,Bot_1st,1
718175,Top_1st,0
718176,Bot_1st,0
718176,Top_1st,1
718177,Bot_1st,1
718177,Top_1st,1
718178,Bot_1st,1
718178,Top_1st,0
718179,Bot_1st,1
718179,Top_1st,1
718180,Bot_1st,0
718180,Top_1st,1
718181,Bot_1st,1
718181,Top_1st,1
718182,Bot_1st,0
718182,Top_1st,0
718183,Bot_1st,0
718183,Top_1st,1
718184,Bot_1st,0
718184,Top_1st,1
718185,Bot_1st,1
718185,Top_1st,1
718186,Bot_1st,1
718186,Top_1st,1
718187,Bot_1st,1
718187,Top_1st,1
718188,Bot_1st,1
718188,Top_1st,1
718189,Bot_1st,1
718189,Top_1st,1
718190,Bot_1st,0
718190,Top_1st,1
718191,Bot_1st,1
718191,Top_1st,1
718192,Bot_1st,0
718192,Top_1st,0
718193,Bot_1st,1
718193,Top_1st,0
718194,Bot_1st,1
718194,Top_1st,0
718195,Bot_1st,1
718195,Top_1st,1
718196,Bot_1st,1
718196,Top_1st,1
718197,Bot_1st,0
718197,Top_1st,1
718198,Bot_1st,1
718198,Top_1st,1
718199,Bot_1st,1
718199,Top_1st,1
718200,Bot_1st,1
718200,Top_1st,0
718201,Bot_1st,0
718201,Top_1st,0
718202,Bot_1st,1
718202,Top_1st,0
718203,Bot_1st,1
718203,Top_1st,0
718204,Bot_1st,1
718204,Top_1st,0
718205,Bot_1st,1
718205,Top_1st,0
718206,Bot_1st,0
718206,Top_1st,0
718207,Bot_1st,0
718207,Top_1st,0
718208,Bot_1st,1
718208,Top_1st,1
718209,Bot_1st,0
718209,Top_1st,1
718210,Bot_1st,1
718210,Top_1st,1
718211,Bot_1st,1
718211,Top_1st,1
718212,Bot_1st,0
718212,Top_1st,0
718213,Bot_1st,1
718213,Top_1st,0
718214,Bot_1st,1
718214,Top_1st,1
718215,Bot_1st,0
718215,Top_1st,0
718216,Bot_1st,0
718216,Top_1st,1
718217,Bot_1st,0
718217,Top_1st,0
718218,Bot_1st,0
718218,Top_1st,1
718219,Bot_1st,0
718219,Top_1st,1
718220,Bot_1st,0
718220,Top_1st,0
718221,Bot_1st,0
718221,Top_1st,1
718222,Bot_1st,1
718222,Top_1st,1
718223,Bot_1st,1
718223,Top_1st,0
718224,Bot_1st,1
718224,Top_1st,0
718225,Bot_1st,1
718225,Top_1st,0
718226,Bot_1st,0
718226,Top_1st,0
718227,Bot_1st,0
718227,Top_1st,0
718228,Bot_1st,1
718228,Top_1st,0
718229,Bot_1st,1
718229,Top_1st,0
718230,Bot_1st,0
718230,Top_1st,0
718231,Bot_1st,1
718231,Top_1st,0
718232,Bot_1st,1
718232,Top_1st,1
718233,Bot_1st,1
718233,Top_1st,0
718234,Bot_1st,0
718234,Top_1st,1
718235,Bot_1st,0
718235,Top_1st,1
718236,Bot_1st,0
718236,Top_1st,1
718237,Bot_1st,0
718237,Top_1st,0
718238,Bot_1st,1
718238,Top_1st,0
718239,Bot_1st,0
718239,Top_1st,0
718240,Bot_1st,1
718240,Top_1st,1
718241,Bot_1st,1
718241,Top_1st,1
718242,Bot_1st,0
718242,Top_1st,0
718243,Bot_1st,1
718243,Top_1st,0
718244,Bot_1st,1
718244,Top_1st,0
718245,Bot_1st,1
718245,Top_1st,0
718246,Bot_1st,0
718246,Top_1st,1
718247,Bot_1st,1
718247,Top_1st,0
718248,Bot_1st,1
718248,Top_1st,1
718249,Bot_1st,0
718249,Top_1st,0
718250,Bot_1st,1
718250,Top_1st,1
718251,Bot_1st,1
718251,Top_1st,0
718252,Bot_1st,0
718252,Top_1st,1
718253,Bot_1st,1
718253,Top_1st,0
718254,Bot_1st,1
718254,Top_1st,1
718255,Bot_1st,1
718255,Top_1st,1
718256,Bot_1st,1
718256,Top_1st,0
718257,Bot_1st,0
718257,Top_1st,0
718258,Bot_1st,1
718258,Top_1st,1
718259,Bot_1st,1
718259,Top_1st,1
718260,Bot_1st,1
718260,Top_1st,1
718261,Bot_1st,1
718261,Top_1st,0
718262,Bot_1st,1
718262,Top_1st,0
718263,Bot_1st,1
718263,Top_1st,1
718264,Bot_1st,1
718264,Top_1st,1
718265,Bot_1st,1
718265,Top_1st,1
718266,Bot_1st,1
718266,Top_1st,0
718267,Bot_1st,1
718267,Top_1st,0
718268,Bot_1st,1
718268,Top_1st,0
718269,Bot_1st,0
718269,Top_1st,1
718270,Bot_1st,0
718270,Top_1st,1
718271,Bot_1st,0
718271,Top_1st,1
718272,Bot_1st,1
718272,Top_1st,1
718273,Bot_1st,1
718273,Top_1st,0
718274,Bot_1st,1
718274,Top_1st,0
718275,Bot_1st,1
718275,Top_1st,1
718276,Bot_1st,1
718276,Top_1st,1
718277,Bot_1st,1
718277,Top_1st,1
718278,Bot_1st,0
718278,Top_1st,1
718279,Bot_1st,0
718279,Top_1st,0
718280,Bot_1st,1
718280,Top_1st,0
718281,Bot_1st,1
718281,Top_1st,1
718282,Bot_1st,1
718282,Top_1st,0
718283,Bot_1st,0
718283,Top_1st,0
718284,Bot_1st,1
718284,Top_1st,0
718285,Bot_1st,0
718285,Top_1st,1
718286,Bot_1st,0
718286,Top_1st,1
718287,Bot_1st,0
718287,Top_1st,0
718288,Bot_1st,1
718288,Top_1st,1
718289,Bot_1st,1
718289,Top_1st,1
718290,Bot_1st,1
718290,Top_1st,1
718291,Bot_1st,1
718291,Top_1st,0
718292,Bot_1st,0
718292,Top_1st,1
718293,Bot_1st,1
718293,Top_1st,1
718294,Bot_1st,0
718294,Top_1st,1
718295,Bot_1st,1
718295,Top_1st,1
718296,Bot_1st,0
718296,Top_1st,1
718297,Bot_1st,0
718297,Top_1st,0
718298,Bot_1st,1
718298,Top_1st,0
718299,Bot_1st,0
718299,Top_1st,1
718300,Bot_1st,1
718300,Top_1st,0
718301,Bot_1st,0
718301,Top_1st,1
718302,Bot_1st,0
718302,Top_1st,0
718303,Bot_1st,1
718303,Top_1st,0
718304,Bot_1st,0
718304,Top_1st,0
718305,Bot_1st,1
718305,Top_1st,0
718306,Bot_1st,0
718306,Top_1st,0
718307,Bot_1st,0
718307,Top_1st,1
718308,Bot_1st,1
718308,Top_1st,1
718309,Bot_1st,1
718309,Top_1st,0
718310,Bot_1st,1
718310,Top_1st,1
718311,Bot_1st,1
718311,Top_1st,1
718312,Bot_1st,1
718312,Top_1st,1
718313,Bot_1st,1
718313,Top_1st,1
718314,Bot_1st,0
718314,Top_1st,0
718315,Bot_1st,0
718315,Top_1st,0
718316,Bot_1st,1
718316,Top_1st,1
718317,Bot_1st,0
718317,Top_1st,0
718318,Bot_1st,1
718318,Top_1st,0
718319,Bot_1st,0
718319,Top_1st,1
718320,Bot_1st,1
718320,Top_1st,1
718321,Bot_1st,1
718321,Top_1st,0
718322,Bot_1st,1
718322,Top_1st,0
718323,Bot_1st,0
718323,Top_1st,1
718324,Bot_1st,0
718324,Top_1st,1
718325,Bot_1st,0
718325,Top_1st,1
718326,Bot_1st,1
718326,Top_1st,1
718327,Bot_1st,1
718327,Top_1st,1
718328,Bot_1st,0
718328,Top_1st,1
718329,Bot_1st,1
718329,Top_1st,1
718330,Bot_1st,1
718330,Top_1st,1
718331,Bot_1st,1
718331,Top_1st,0
718332,Bot_1st,0
718332,Top_1st,0
718333,Bot_1st,1
718333,Top_1st,1
718334,Bot_1st,0
718334,Top_1st,1
718335,Bot_1st,0
718335,Top_1st,1
718336,Bot_1st,1
718336,Top_1st,0
718337,Bot_1st,0
718337,Top_1st,1
718338,Bot_1st,0
718338,Top_1st,1
718339,Bot_1st,1
718339,Top_1st,0
718340,Bot_1st,0
718340,Top_1st,0
718341,Bot_1st,1
718341,Top_1st,0
718342,Bot_1st,1
718342,Top_1st,1
718343,Bot_1st,1
718343,Top_1st,0
718344,Bot_1st,0
718344,Top_1st,0
718345,Bot_1st,1
718345,Top_1st,0
718346,Bot_1st,0
718346,Top_1st,1
718347,Bot_1st,1
718347,Top_1st,0
718348,Bot_1st,1
718348,Top_1st,1
718349,Bot_1st,0
718349,Top_1st,1
718350,Bot_1st,1
718350,Top_1st,1
718351,Bot_1st,0
718351,Top_1st,1
718352,Bot_1st,1
718352,Top_1st,1
718353,Bot_1st,1
718353,Top_1st,1
718354,Bot_1st,1
718354,Top_1st,0
718355,Bot_1st,1
718355,Top_1st,1
718356,Bot_1st,1
718356,Top_1st,1
718357,Bot_1st,1
718357,Top_1st,0
718358,Bot_1st,1
718358,Top_1st,1
718359,Bot_1st,1
718359,Top_1st,0
718360,Bot_1st,0
718360,Top_1st,1
718361,Bot_1st,0
718361,Top_1st,1
718362,Bot_1st,0
718362,Top_1st,0
718363,Bot_1st,1
718363,Top_1st,1
718364,Bot_1st,1
718364,Top_1st,1
718365,Bot_1st,0
718365,Top_1st,1
718366,Bot_1st,0
718366,Top_1st,1
718367,Bot_1st,1
718367,Top_1st,0
718368,Bot_1st,1
718368,Top_1st,1
718369,Bot_1st,1
718369,Top_1st,0
718370,Bot_1st,0
718370,Top_1st,0
718371,Bot_1st,0
718371,Top_1st,1
718372,Bot_1st,1
718372,Top_1st,0
718373,Bot_1st,0
718373,Top_1st,0
718374,Bot_1st,0
718374,Top_1st,0
718375,Bot_1st,1
718375,Top_1st,1
718376,Bot_1st,0
718376,Top_1st,1
718377,Bot_1st,0
718377,Top_1st,1
718378,Bot_1st,1
718378,Top_1st,0
718379,Bot_1st,0
718379,Top_1st,1
718380,Bot_1st,1
718380,Top_1st,1
718381,Bot_1st,1
718381,Top_1st,1
718382,Bot_1st,1
718382,Top_1st,1
718383,Bot_1st,1
718383,Top_1st,0
718384,Bot_1st,1
718384,Top_1st,1
718385,Bot_1st,1
718385,Top_1st,1
718386,Bot_1st,1
718386,Top_1st,1
718387,Bot_1st,1
718387,Top_1st,1
718388,Bot_1st,1
718388,Top_1st,0
718389,Bot_1st,1
718389,Top_1st,1
718390,Bot_1st,1
718390,Top_1st,1
718391,Bot_1st,0
718391,Top_1st,0
718392,Bot_1st,0
718392,Top_1st,1
718393,Bot_1st,1
718393,Top_1st,1
718394,Bot_1st,0
718394,Top_1st,0
718395,Bot_1st,0
718395,Top_1st,1
718396,Bot_1st,1
718396,Top_1st,1
718397,Bot_1st,1
718397,Top_1st,0
718398,Bot_1st,0
718398,Top_1st,1
718399,Bot_1st,1
718399,Top_1st,1
718400,Bot_1st,1
718400,Top_1st,0
718401,Bot_1st,1
718401,Top_1st,1
718402,Bot_1st,1
718402,Top_1st,0
718403,Bot_1st,1
718403,Top_1st,1
718404,Bot_1st,0
718404,Top_1st,0
718405,Bot_1st,1
718405,Top_1st,0
718406,Bot_1st,0
718406,Top_1st,1
718407,Bot_1st,0
718407,Top_1st,0
718408,Bot_1st,0
718408,Top_1st,1
718409,Bot_1st,1
718409,Top_1st,0
718410,Bot_1st,0
718410,Top_1st,0
718411,Bot_1st,0
718411,Top_1st,0
718412,Bot_1st,0
718412,Top_1st,0
718413,Bot_1st,0
718413,Top_1st,0
718414,Bot_1st,0
718414,Top_1st,1
718415,Bot_1st,1
718415,Top_1st,0
718416,Bot_1st,1
718416,Top_1st,0
718417,Bot_1st,0
718417,Top_1st,1
718418,Bot_1st,0
718418,Top_1st,1
718419,Bot_1st,1
718419,Top_1st,0
718420,Bot_1st,0
718420,Top_1st,1
718421,Bot_1st,1
718421,Top_1st,0
718422,Bot_1st,0
718422,Top_1st,1
718423,Bot_1st,1
718423,Top_1st,1
718424,Bot_1st,0
718424,Top_1st,0
718425,Bot_1st,1
718425,Top_1st,1
718426,Bot_1st,0
718426,Top_1st,1
718427,Bot_1st,0
718427,Top_1st,1
718428,Bot_1st,0
718428,Top_1st,1
718429,Bot_1st,1
718429,Top_1st,0
718430,Bot_1st,0
718430,Top_1st,0
718431,Bot_1st,0
718431,Top_1st,0
718432,Bot_1st,1
718432,Top_1st,1
718433,Bot_1st,1
718433,Top_1st,0
718434,Bot_1st,1
718434,Top_1st,1
718435,Bot_1st,0
718435,Top_1st,1
718436,Bot_1st,1
718436,Top_1st,1
718437,Bot_1st,0
718437,Top_1st,1
718438,Bot_1st,1
718438,Top_1st,1
718439,Bot_1st,1
718439,Top_1st,0
718440,Bot_1st,1
718440,Top_1st,1
718441,Bot_1st,1
718441,Top_1st,1
718442,Bot_1st,0
718442,Top_1st,0
718443,Bot_1st,1
718443,Top_1st,0
718444,Bot_1st,0
718444,Top_1st,0
718445,Bot_1st,1
718445,Top_1st,0
718446,Bot_1st,1
718446,Top_1st,0
718447,Bot_1st,0
718447,Top_1st,0
718448,Bot_1st,1
718448,Top_1st,1
718449,Bot_1st,1
718449,Top_1st,1
718450,Bot_1st,0
718450,Top_1st,1
718451,Bot_1st,1
718451,Top_1st,0
718452,Bot_1st,1
718452,Top_1st,1
718453,Bot_1st,1
718453,Top_1st,0
718454,Bot_1st,0
718454,Top_1st,1
718455,Bot_1st,1
718455,Top_1st,0
718456,Bot_1st,0
718456,Top_1st,1
718457,Bot_1st,1
718457,Top_1st,1
718458,Bot_1st,1
718458,Top_1st,0
718459,Bot_1st,0
718459,Top_1st,1
718460,Bot_1st,0
718460,Top_1st,1
718461,Bot_1st,0
718461,Top_1st,1
718462,Bot_1st,0
718462,Top_1st,0
718463,Bot_1st,1
718463,Top_1st,0
718464,Bot_1st,0
718464,Top_1st,1
718465,Bot_1st,0
718465,Top_1st,0
718466,Bot_1st,0
718466,Top_1st,0
718467,Bot_1st,1
718467,Top_1st,1
718468,Bot_1st,0
718468,Top_1st,1
718469,Bot_1st,1
718469,Top_1st,1
718470,Bot_1st,1
718470,Top_1st,1
718471,Bot_1st,1
718471,Top_1st,0
718472,Bot_1st,1
718472,Top_1st,1
718473,Bot_1st,0
718473,Top_1st,1
718474,Bot_1st,1
718474,Top_1st,1
718475,Bot_1st,0
718475,Top_1st,0
718476,Bot_1st,0
718476,Top_1st,1
718477,Bot_1st,1
718477,Top_1st,0
718478,Bot_1st,1
718478,Top_1st,0
718479,Bot_1st,1
718479,Top_1st,1
718480,Bot_1st,1
718480,Top_1st,1
718481,Bot_1st,0
718481,Top_1st,0
718482,Bot_1st,0
718482,Top_1st,0
718483,Bot_1st,1
718483,Top_1st,0
718484,Bot_1st,0
718484,Top_1st,0
718485,Bot_1st,0
718485,Top_1st,0
718486,Bot_1st,1
718486,Top_1st,0
718487,Bot_1st,1
718487,Top_1st,1
718488,Bot_1st,1
718488,Top_1st,1
718489,Bot_1st,1
718489,Top_1st,1
718490,Bot_1st,1
718490,Top_1st,1
718491,Bot_1st,1
718491,Top_1st,0
718492,Bot_1st,0
718492,Top_1st,0
718493,Bot_1st,1
718493,Top_1st,1
718494,Bot_1st,1
718494,Top_1st,0
718495,Bot_1st,1
718495,Top_1st,1
718496,Bot_1st,1
718496,Top_1st,0
718497,Bot_1st,1
718497,Top_1st,0
718498,Bot_1st,0
718498,Top_1st,1
718499,Bot_1st,1
718499,Top_1st,0
718500,Bot_1st,1
718500,Top_1st,0
718501,Bot_1st,0
718501,Top_1st,0
718502,Bot_1st,1
718502,Top_1st,1
718503,Bot_1st,1
718503,Top_1st,1
718504,Bot_1st,1
718504,Top_1st,1
718505,Bot_1st,0
718505,Top_1st,1
718506,Bot_1st,0
718506,Top_1st,1
718507,Bot_1st,1
718507,Top_1st,1
718508,Bot_1st,1
718508,Top_1st,1
718509,Bot_1st,0
718509,Top_1st,1
718510,Bot_1st,1
718510,Top_1st,1
718511,Bot_1st,0
718511,Top_1st,1
718512,Bot_1st,1
718512,Top_1st,1
718513,Bot_1st,0
718513,Top_1st,0
718514,Bot_1st,0
718514,Top_1st,1
718515,Bot_1st,0
718515,Top_1st,1
718516,Bot_1st,1
718516,Top_1st,1
718517,Bot_1st,1
718517,Top_1st,1
718518,Bot_1st,1
718518,Top_1st,0
718519,Bot_1st,0
718519,Top_1st,0
718520,Bot_1st,0
718520,Top_1st,0
718521,Bot_1st,1
718521,Top_1st,0
718522,Bot_1st,1
718522,Top_1st,0
718523,Bot_1st,1
718523,Top_1st,1
718524,Bot_1st,1
718524,Top_1st,1
718525,Bot_1st,0
718525,Top_1st,1
718526,Bot_1st,1
718526,Top_1st,0
718527,Bot_1st,1
718527,Top_1st,1
718528,Bot_1st,0
718528,Top_1st,1
718529,Bot_1st,1
718529,Top_1st,1
718530,Bot_1st,1
718530,Top_1st,0
718531,Bot_1st,1
718531,Top_1st,0
718532,Bot_1st,1
718532,Top_1st,0
718533,Bot_1st,1
718533,Top_1st,1
718534,Bot_1st,0
718534,Top_1st,0
718535,Bot_1st,1
718535,Top_1st,1
718536,Bot_1st,1
718536,Top_1st,0
718537,Bot_1st,1
718537,Top_1st,0
718538,Bot_1st,1
718538,Top_1st,1
718539,Bot_1st,0
718539,Top_1st,1
718540,Bot_1st,0
718540,Top_1st,1
718541,Bot_1st,0
718541,Top_1st,0
718542,Bot_1st,0
718542,Top_1st,0
718543,Bot_1st,1
718543,Top_1st,0
718544,Bot_1st,0
718544,Top_1st,1
718545,Bot_1st,0
718545,Top_1st,0
718546,Bot_1st,1
718546,Top_1st,1
718547,Bot_1st,1
718547,Top_1st,1
718548,Bot_1st,1
718548,Top_1st,1
718549,Bot_1st,1
718549,Top_1st,0
718550,Bot_1st,0
718550,Top_1st,1
718551,Bot_1st,0
718551,Top_1st,1
718552,Bot_1st,1
718552,Top_1st,0
718553,Bot_1st,1
718553,Top_1st,0
718554,Bot_1st,0
718554,Top_1st,1
718555,Bot_1st,1
718555,Top_1st,0
718556,Bot_1st,1
718556,Top_1st,1
718557,Bot_1st,1
718557,Top_1st,0
718558,Bot_1st,1
718558,Top_1st,0
718559,Bot_1st,0
718559,Top_1st,0
718560,Bot_1st,1
718560,Top_1st,1
718561,Bot_1st,0
718561,Top_1st,0
718562,Bot_1st,0
718562,Top_1st,1
718563,Bot_1st,1
718563,Top_1st,1
718564,Bot_1st,1
718564,Top_1st,0
718565,Bot_1st,0
718565,Top_1st,1
718566,Bot_1st,0
718566,Top_1st,1
718567,Bot_1st,1
718567,Top_1st,1
718568,Bot_1st,1
718568,Top_1st,1
718569,Bot_1st,0
718569,Top_1st,1
718570,Bot_1st,1
718570,Top_1st,1
718571,Bot_1st,0
718571,Top_1st,1
718572,Bot_1st,0
718572,Top_1st,0
718573,Bot_1st,1
718573,Top_1st,0
718574,Bot_1st,0
718574,Top_1st,1
718575,Bot_1st,0
718575,Top_1st,1
718576,Bot_1st,1
718576,Top_1st,1
718577,Bot_1st,0
718577,Top_1st,1
718578,Bot_1st,0
718578,Top_1st,1
718579,Bot_1st,1
718579,Top_1st,1
718580,Bot_1st,0
718580,Top_1st,1
718581,Bot_1st,0
718581,Top_1st,1
718582,Bot_1st,0
718582,Top_1st,1
718583,Bot_1st,0
718583,Top_1st,1
718584,Bot_1st,1
718584,Top_1st,1
718585,Bot_1st,0
718585,Top_1st,1
718586,Bot_1st,1
718586,Top_1st,1
718587,Bot_1st,1
718587,Top_1st,0
718588,Bot_1st,1
718588,Top_1st,0
718589,Bot_1st,1
718589,Top_1st,1
718590,Bot_1st,0
718590,Top_1st,1
718591,Bot_1st,1
718591,Top_1st,0
718592,Bot_1st,0
718592,Top_1st,0
718593,Bot_1st,1
718593,Top_1st,0
718594,Bot_1st,1
718594,Top_1st,1
718595,Bot_1st,1
718595,Top_1st,1
718596,Bot_1st,0
718596,Top_1st,1
718597,Bot_1st,1
718597,Top_1st,1
718598,Bot_1st,1
718598,Top_1st,1
718599,Bot_1st,0
718599,Top_1st,1
718600,Bot_1st,1
718600,Top_1st,1
718601,Bot_1st,1
718601,Top_1st,1
718602,Bot_1st,1
718602,Top_1st,0
718603,Bot_1st,1
718603,Top_1st,0
718604,Bot_1st,1
718604,Top_1st,1
718605,Bot_1st,1
718605,Top_1st,1
718606,Bot_1st,1
718606,Top_1st,1
718607,Bot_1st,1
718607,Top_1st,1
718608,Bot_1st,0
718608,Top_1st,1
718609,Bot_1st,1
